user_id,payment_id,linked_at,is_default_payment
USR02436,PMT01030,2026-01-09 01:03:19.779221,True
USR02437,PMT01031,2026-02-10 00:03:13.779221,True
USR02438,PMT01032,2026-05-01 17:47:19.779221,True
USR02439,PMT01033,2026-05-02 21:40:00.779221,True
USR02441,PMT01034,2026-03-26 05:36:49.779221,True
USR02442,PMT01035,2026-01-27 11:27:38.779221,True
USR02444,PMT01036,2026-05-31 09:26:19.779221,True
USR02445,PMT01037,2026-04-29 22:17:43.779221,True
USR02446,PMT01038,2026-03-15 07:31:34.779221,True
USR02448,PMT01039,2025-12-26 01:21:08.779221,True
USR02449,PMT01040,2026-05-12 23:15:33.779221,True
USR02451,PMT01041,2026-01-03 05:44:46.779221,True
USR02452,PMT01042,2026-05-03 04:53:09.779221,True
USR02453,PMT01043,2026-01-02 14:33:31.779221,True
USR02454,PMT01044,2026-01-19 00:48:47.779221,True
USR02455,PMT01045,2026-04-30 12:28:36.779221,True
USR02456,PMT01046,2026-03-30 17:48:48.779221,True
USR02457,PMT01047,2026-04-02 01:45:40.779221,True
USR02458,PMT01048,2026-04-16 01:35:41.779221,True
USR02459,PMT01049,2026-03-06 18:21:02.779221,True
USR02460,PMT01050,2026-05-07 18:19:44.779221,True
USR02461,PMT01051,2026-03-29 07:37:41.779221,True
USR02462,PMT01052,2026-02-13 04:58:27.779221,True
USR02463,PMT01053,2026-05-01 20:35:41.779221,True
USR02465,PMT01054,2026-02-06 13:07:36.779221,True
USR02466,PMT01055,2025-12-27 06:02:33.779221,True
USR02467,PMT01056,2026-03-22 19:46:11.779221,True
USR02468,PMT01057,2026-03-31 22:59:54.779221,True
USR02469,PMT01058,2026-01-21 13:13:58.779221,True
USR02470,PMT01059,2026-02-08 04:38:13.779221,True
USR02471,PMT01060,2026-05-15 01:55:00.779221,True
USR02472,PMT01061,2026-01-14 14:14:07.779221,True
USR02473,PMT01062,2026-03-01 07:46:28.779221,True
USR02474,PMT01063,2026-04-22 22:37:55.779221,True
USR02475,PMT01064,2026-02-26 20:05:12.779221,True
USR02477,PMT01065,2026-03-11 18:09:57.779221,True
USR02478,PMT01066,2026-06-03 00:15:06.779221,True
USR02479,PMT01067,2026-03-27 06:17:07.779221,True
USR02480,PMT01068,2026-05-15 13:10:41.779221,True
USR02481,PMT01069,2026-03-15 19:08:50.779221,True
USR02483,PMT01070,2025-12-14 16:34:34.779221,True
USR02485,PMT01071,2025-12-21 01:36:29.779221,True
USR02486,PMT01072,2026-05-08 03:59:39.779221,True
USR02487,PMT01073,2025-12-19 20:28:19.779221,True
USR02488,PMT01074,2026-03-03 18:13:40.779221,True
USR02490,PMT01075,2026-05-10 02:18:26.779221,True
USR02491,PMT01076,2026-01-11 16:09:07.779221,True
USR02492,PMT01077,2026-03-18 05:20:58.779221,True
USR02494,PMT01078,2025-12-21 01:56:14.779221,True
USR02495,PMT01079,2025-12-24 09:12:48.779221,True
USR02496,PMT01080,2026-02-18 00:30:52.779221,True
USR02497,PMT01081,2026-05-16 22:42:34.779221,True
USR02498,PMT01082,2026-06-05 01:01:04.779221,True
USR02500,PMT01083,2026-03-03 06:49:21.779221,True
USR02501,PMT01084,2026-01-08 02:59:35.779221,True
USR02502,PMT01085,2026-04-21 10:04:46.779221,True
USR02504,PMT01086,2026-04-21 23:51:24.779221,True
USR02509,PMT01087,2026-03-31 10:35:38.779221,True
USR02511,PMT01088,2026-03-15 09:33:42.779221,True
USR02513,PMT01089,2026-03-10 22:24:54.779221,True
USR02517,PMT01090,2025-12-27 01:21:53.779221,True
USR02518,PMT01091,2026-05-02 00:15:35.779221,True
USR02519,PMT01092,2026-05-20 15:17:54.779221,True
USR02520,PMT01093,2026-04-15 15:34:57.779221,True
USR02521,PMT01094,2025-12-24 07:46:15.779221,True
USR02522,PMT01095,2026-03-16 17:58:04.779221,True
USR02523,PMT01096,2026-02-11 05:31:29.779221,True
USR02524,PMT01097,2026-02-08 15:14:54.779221,True
USR02525,PMT01098,2026-03-22 18:02:54.779221,True
USR02526,PMT01099,2026-04-03 20:01:29.779221,True
USR02529,PMT01100,2026-01-29 09:55:29.779221,True
USR02531,PMT01101,2026-04-27 11:41:17.779221,True
USR02532,PMT01102,2026-04-29 13:00:18.779221,True
USR02534,PMT01103,2025-12-24 15:59:18.779221,True
USR02535,PMT01104,2026-05-15 01:01:54.779221,True
USR02536,PMT01105,2026-03-05 14:55:24.779221,True
USR02537,PMT01106,2026-03-10 09:40:27.779221,True
USR02538,PMT01107,2025-12-22 11:10:25.779221,True
USR02541,PMT01108,2026-04-05 01:38:50.779221,True
USR02543,PMT01109,2026-02-16 22:43:36.779221,True
USR02544,PMT01110,2026-04-15 15:15:51.779221,True
USR02545,PMT01111,2025-12-28 20:20:40.779221,True
USR02546,PMT01112,2026-01-26 04:27:48.779221,True
USR02547,PMT01113,2026-04-26 22:41:36.779221,True
USR02548,PMT01114,2026-03-07 16:06:31.779221,True
USR02551,PMT01115,2026-03-18 17:53:35.779221,True
USR02553,PMT01116,2026-06-04 15:57:01.779221,True
USR02556,PMT01117,2025-12-26 17:13:59.779221,True
USR02557,PMT01118,2026-02-21 02:53:44.779221,True
USR02558,PMT01119,2026-03-24 20:52:59.779221,True
USR02560,PMT01120,2026-05-02 08:44:47.779221,True
USR02561,PMT01121,2026-02-14 09:17:28.779221,True
USR02562,PMT01122,2026-01-03 01:50:03.779221,True
USR02564,PMT01123,2026-04-17 23:00:59.779221,True
USR02565,PMT01124,2026-02-07 15:10:31.779221,True
USR02566,PMT01125,2026-02-13 11:02:04.779221,True
USR02567,PMT01126,2026-03-31 09:58:12.779221,True
USR02568,PMT01127,2026-02-27 17:02:18.779221,True
USR02569,PMT01128,2026-05-10 07:38:44.779221,True
USR02570,PMT01129,2026-02-20 19:48:15.779221,True
USR02571,PMT01130,2026-05-02 21:33:15.779221,True
USR02572,PMT01131,2026-05-22 16:58:07.779221,True
USR02573,PMT01132,2026-03-22 20:02:17.779221,True
USR02574,PMT01133,2026-04-01 03:50:58.779221,True
USR02575,PMT01134,2026-04-11 13:09:37.779221,True
USR02577,PMT01135,2026-03-01 09:43:12.779221,True
USR02578,PMT01136,2026-03-07 18:16:50.779221,True
USR02579,PMT01137,2026-04-11 11:47:56.779221,True
USR02580,PMT01138,2026-04-23 07:50:41.779221,True
USR02581,PMT01139,2026-02-19 00:38:57.779221,True
USR02582,PMT01140,2026-02-22 02:36:17.779221,True
USR02583,PMT01141,2026-05-27 23:41:16.779221,True
USR02585,PMT01142,2026-04-13 07:22:19.779221,True
USR02586,PMT01143,2026-04-06 12:21:23.779221,True
USR02587,PMT01144,2026-01-06 22:26:48.779221,True
USR02588,PMT01145,2026-04-10 11:30:18.779221,True
USR02590,PMT01146,2026-05-01 06:52:04.779221,True
USR02591,PMT01147,2026-04-13 01:32:14.779221,True
USR02593,PMT01148,2026-02-01 20:01:15.779221,True
USR02594,PMT01149,2025-12-10 14:22:47.779221,True
USR02595,PMT01150,2026-05-13 08:13:34.779221,True
USR02596,PMT01151,2026-03-10 20:38:48.779221,True
USR02597,PMT01152,2026-03-25 04:55:14.779221,True
USR02599,PMT01153,2025-12-26 22:20:29.779221,True
USR02600,PMT01154,2026-04-04 23:27:46.779221,True
USR02601,PMT01155,2026-05-15 05:12:49.779221,True
USR02602,PMT01156,2026-05-26 17:31:32.779221,True
USR02604,PMT01157,2026-02-24 10:23:15.779221,True
USR02605,PMT01158,2026-06-03 23:14:09.779221,True
USR02606,PMT01159,2026-04-08 02:12:32.779221,True
USR02607,PMT01160,2025-12-30 18:22:18.779221,True
USR02609,PMT01161,2026-02-13 23:53:39.779221,True
USR02610,PMT01162,2026-02-16 13:14:28.779221,True
USR02611,PMT01163,2025-12-31 20:44:14.779221,True
USR02612,PMT01164,2026-04-29 09:29:18.779221,True
USR02614,PMT01165,2026-02-24 11:31:45.779221,True
USR02615,PMT01166,2026-05-25 12:38:40.779221,True
USR02616,PMT01167,2026-01-20 09:13:56.779221,True
USR02617,PMT01168,2026-05-26 07:13:04.779221,True
USR02618,PMT01169,2026-01-19 23:55:25.779221,True
USR02619,PMT01170,2026-05-09 03:33:45.779221,True
USR02624,PMT01171,2026-02-26 20:39:06.779221,True
USR02626,PMT01172,2026-02-24 17:59:41.779221,True
USR02627,PMT01173,2026-03-12 08:58:15.779221,True
USR02628,PMT01174,2025-12-29 02:24:18.779221,True
USR02629,PMT01175,2026-01-12 15:06:37.779221,True
USR02634,PMT01176,2026-05-14 17:01:41.779221,True
USR02635,PMT01177,2026-05-22 14:26:48.779221,True
USR02637,PMT01178,2026-03-20 12:06:55.779221,True
USR02638,PMT01179,2026-04-14 13:10:35.779221,True
USR02639,PMT01180,2026-02-18 09:43:18.779221,True
USR02640,PMT01181,2026-05-11 09:58:57.779221,True
USR02642,PMT01182,2026-01-24 17:22:54.779221,True
USR02643,PMT01183,2026-05-15 20:58:38.779221,True
USR02644,PMT01184,2026-02-11 05:36:40.779221,True
USR02645,PMT01185,2026-01-27 13:07:10.779221,True
USR02646,PMT01186,2026-05-20 05:09:30.779221,True
USR02647,PMT01187,2026-05-22 01:07:26.779221,True
USR02648,PMT01188,2025-12-30 19:27:02.779221,True
USR02649,PMT01189,2026-02-06 10:33:48.779221,True
USR02650,PMT01190,2026-01-23 11:57:36.779221,True
USR02651,PMT01191,2026-03-01 01:37:51.779221,True
USR02652,PMT01192,2025-12-19 07:26:28.779221,True
USR02654,PMT01193,2026-05-27 17:16:48.779221,True
USR02655,PMT01194,2026-04-09 11:26:59.779221,True
USR02657,PMT01195,2026-03-14 12:57:55.779221,True
USR02659,PMT01196,2026-05-20 07:25:07.779221,True
USR02660,PMT01197,2026-02-27 21:28:44.779221,True
USR02661,PMT01198,2025-12-24 21:12:59.779221,True
USR02662,PMT01199,2026-05-27 13:34:47.779221,True
USR02663,PMT01200,2026-04-28 03:18:07.779221,True
USR02664,PMT01201,2026-03-27 20:30:37.779221,True
USR02665,PMT01202,2026-01-08 11:11:59.779221,True
USR02666,PMT01203,2026-02-25 21:16:38.779221,True
USR02667,PMT01204,2026-04-29 09:07:56.779221,True
USR02668,PMT01205,2026-03-25 16:20:03.779221,True
USR02669,PMT01206,2026-05-05 04:47:31.779221,True
USR02670,PMT01207,2025-12-10 21:12:28.779221,True
USR02671,PMT01208,2026-04-10 15:24:47.779221,True
USR02672,PMT01209,2026-01-09 21:40:24.779221,True
USR02674,PMT01210,2026-05-26 00:37:08.779221,True
USR02675,PMT01211,2026-05-13 01:21:43.779221,True
USR02677,PMT01212,2025-12-29 00:11:17.779221,True
USR02678,PMT01213,2026-05-24 20:03:49.779221,True
USR02679,PMT01214,2026-01-14 02:42:55.779221,True
USR02680,PMT01215,2026-01-20 02:16:21.779221,True
USR02682,PMT01216,2026-04-30 05:46:04.779221,True
USR02683,PMT01217,2026-01-06 20:20:20.779221,True
USR02684,PMT01218,2026-01-16 20:54:23.779221,True
USR02685,PMT01219,2026-01-04 10:09:58.779221,True
USR02686,PMT01220,2026-02-15 22:32:40.779221,True
USR02688,PMT01221,2026-01-05 16:47:37.779221,True
USR02689,PMT01222,2026-01-16 08:49:36.779221,True
USR02690,PMT01223,2026-05-30 07:10:21.779221,True
USR02693,PMT01224,2026-02-21 21:34:12.779221,True
USR02694,PMT01225,2026-02-06 15:49:50.779221,True
USR02697,PMT01226,2026-03-21 04:29:25.779221,True
USR02698,PMT01227,2026-03-10 00:52:31.779221,True
USR02699,PMT01228,2025-12-27 09:13:43.779221,True
USR02700,PMT01229,2026-04-20 05:44:06.779221,True
USR02702,PMT01230,2026-03-10 11:30:40.779221,True
USR02703,PMT01231,2026-04-28 15:10:19.779221,True
USR02704,PMT01232,2026-01-06 11:43:17.779221,True
USR02706,PMT01233,2026-06-05 01:39:39.779221,True
USR02707,PMT01234,2026-02-17 08:45:29.779221,True
USR02708,PMT01235,2026-03-14 06:42:34.779221,True
USR02710,PMT01236,2026-01-11 00:39:32.779221,True
USR02713,PMT01237,2026-04-09 22:48:15.779221,True
USR02714,PMT01238,2025-12-26 18:08:29.779221,True
USR02716,PMT01239,2026-02-02 11:10:18.779221,True
USR02718,PMT01240,2026-05-02 12:34:16.779221,True
USR02719,PMT01241,2026-06-05 08:21:28.779221,True
USR02723,PMT01242,2026-02-16 14:16:17.779221,True
USR02726,PMT01243,2026-04-02 01:51:15.779221,True
USR02727,PMT01244,2026-04-30 16:05:17.779221,True
USR02728,PMT01245,2026-05-15 18:49:21.779221,True
USR02731,PMT01246,2026-02-27 18:58:18.779221,True
USR02732,PMT01247,2026-05-06 20:07:22.779221,True
USR02733,PMT01248,2025-12-11 06:13:40.779221,True
USR02735,PMT01249,2026-04-04 02:00:16.779221,True
USR02736,PMT01250,2025-12-16 00:58:00.779221,True
USR02737,PMT01251,2026-01-21 05:47:23.779221,True
USR02739,PMT01252,2026-05-03 21:15:19.779221,True
USR02740,PMT01253,2026-01-20 17:38:08.779221,True
USR02741,PMT01254,2026-01-09 16:52:57.779221,True
USR02742,PMT01255,2026-02-17 13:03:11.779221,True
USR02743,PMT01256,2025-12-29 15:21:09.779221,True
USR02744,PMT01257,2026-04-27 23:35:12.779221,True
USR02745,PMT01258,2025-12-23 06:33:52.779221,True
USR02746,PMT01259,2025-12-18 08:21:05.779221,True
USR02747,PMT01260,2026-04-25 23:18:34.779221,True
USR02748,PMT01261,2026-04-01 08:39:44.779221,True
USR02749,PMT01262,2026-03-26 18:42:03.779221,True
USR02751,PMT01263,2026-05-21 14:54:23.779221,True
USR02752,PMT01264,2026-05-08 16:38:51.779221,True
USR02753,PMT01265,2026-05-21 02:15:37.779221,True
USR02754,PMT01266,2026-01-27 20:26:32.779221,True
USR02756,PMT01267,2026-05-18 17:41:17.779221,True
USR02758,PMT01268,2025-12-24 04:39:49.779221,True
USR02760,PMT01269,2026-01-15 22:16:56.779221,True
USR02763,PMT01270,2026-02-24 11:54:09.779221,True
USR02764,PMT01271,2026-05-14 21:29:49.779221,True
USR02765,PMT01272,2026-02-18 18:42:12.779221,True
USR02766,PMT01273,2025-12-17 17:09:13.779221,True
USR02767,PMT01274,2026-01-18 01:41:20.779221,True
USR02768,PMT01275,2026-02-13 01:48:22.779221,True
USR02769,PMT01276,2026-05-02 16:52:47.779221,True
USR02772,PMT01277,2026-01-22 15:55:25.779221,True
USR02773,PMT01278,2026-06-04 23:09:36.779221,True
USR02775,PMT01279,2026-03-18 10:24:35.779221,True
USR02776,PMT01280,2026-04-02 22:03:31.779221,True
USR02777,PMT01281,2025-12-27 00:29:50.779221,True
USR02778,PMT01282,2026-05-14 03:20:38.779221,True
USR02779,PMT01283,2026-03-19 20:32:42.779221,True
USR02780,PMT01284,2026-05-08 18:10:31.779221,True
USR02782,PMT01285,2026-02-04 09:08:20.779221,True
USR02786,PMT01286,2026-02-05 02:51:01.779221,True
USR02787,PMT01287,2025-12-23 01:04:48.779221,True
USR02788,PMT01288,2026-02-19 03:16:42.779221,True
USR02789,PMT01289,2026-04-26 05:54:43.779221,True
USR02792,PMT01290,2026-05-16 23:42:29.779221,True
USR02794,PMT01291,2026-05-16 00:34:12.779221,True
USR02795,PMT01292,2025-12-19 10:32:51.779221,True
USR02796,PMT01293,2026-03-03 21:24:10.779221,True
USR02797,PMT01294,2026-06-05 15:02:30.779221,True
USR02799,PMT01295,2026-04-30 02:56:54.779221,True
USR02800,PMT01296,2026-01-27 16:38:21.779221,True
USR02801,PMT01297,2026-02-25 02:48:43.779221,True
USR02803,PMT01298,2026-01-01 11:53:05.779221,True
USR02804,PMT01299,2026-03-26 21:36:57.779221,True
USR02806,PMT01300,2026-03-29 16:22:01.779221,True
USR02809,PMT01301,2026-01-07 22:07:57.779221,True
USR02813,PMT01302,2026-02-12 08:20:06.779221,True
USR02815,PMT01303,2026-01-20 17:53:41.779221,True
USR02817,PMT01304,2025-12-15 10:52:23.779221,True
USR02818,PMT01305,2025-12-09 01:23:01.779221,True
USR02820,PMT01306,2026-04-24 17:23:26.779221,True
USR02821,PMT01307,2026-03-21 23:47:45.779221,True
USR02822,PMT01308,2026-01-13 06:13:53.779221,True
USR02823,PMT01309,2026-04-19 00:20:05.779221,True
USR02825,PMT01310,2026-01-15 23:17:56.779221,True
USR02826,PMT01311,2026-02-06 20:54:58.779221,True
USR02827,PMT01312,2026-04-29 19:07:36.779221,True
USR02828,PMT01313,2026-04-21 14:00:21.779221,True
USR02829,PMT01314,2026-03-11 02:39:51.779221,True
USR02831,PMT01315,2026-01-10 16:17:26.779221,True
USR02832,PMT01316,2026-05-29 20:50:32.779221,True
USR02833,PMT01317,2026-05-01 23:35:52.779221,True
USR02834,PMT01318,2026-05-02 14:20:52.779221,True
USR02837,PMT01319,2026-01-28 05:58:03.779221,True
USR02838,PMT01320,2026-03-26 14:00:48.779221,True
USR02839,PMT01321,2026-01-19 22:34:12.779221,True
USR02840,PMT01322,2026-04-28 03:19:07.779221,True
USR02841,PMT01323,2026-04-23 06:51:55.779221,True
USR02845,PMT01324,2026-05-25 17:48:06.779221,True
USR02846,PMT01325,2026-06-02 10:37:49.779221,True
USR02847,PMT01326,2026-05-09 23:20:18.779221,True
USR02848,PMT01327,2025-12-13 02:54:16.779221,True
USR02849,PMT01328,2026-02-23 01:59:16.779221,True
USR02850,PMT01329,2026-04-11 02:17:24.779221,True
USR02851,PMT01330,2026-03-01 22:51:07.779221,True
USR02853,PMT01331,2025-12-14 15:27:54.779221,True
USR02854,PMT01332,2026-03-12 09:26:04.779221,True
USR02855,PMT01333,2026-05-29 11:38:23.779221,True
USR02856,PMT01334,2026-03-08 16:07:15.779221,True
USR02857,PMT01335,2026-06-03 13:38:59.779221,True
USR02858,PMT01336,2026-05-22 02:26:07.779221,True
USR02859,PMT01337,2025-12-15 23:14:43.779221,True
USR02860,PMT01338,2026-01-16 03:04:00.779221,True
USR02861,PMT01339,2026-04-16 03:51:44.779221,True
USR02862,PMT01340,2026-01-03 02:54:37.779221,True
USR02863,PMT01341,2026-03-26 14:33:04.779221,True
USR02864,PMT01342,2026-03-02 03:04:35.779221,True
USR02865,PMT01343,2026-01-28 17:07:31.779221,True
USR02868,PMT01344,2025-12-16 08:20:24.779221,True
USR02869,PMT01345,2026-05-17 17:34:18.779221,True
USR02870,PMT01346,2025-12-09 15:20:20.779221,True
USR02872,PMT01347,2025-12-13 06:50:05.779221,True
USR02873,PMT01348,2026-05-05 05:10:42.779221,True
USR02877,PMT01349,2026-05-19 03:48:28.779221,True
USR02878,PMT01350,2026-05-06 12:03:15.779221,True
USR02879,PMT01351,2026-03-16 23:13:20.779221,True
USR02880,PMT01352,2026-05-08 07:28:19.779221,True
USR02881,PMT01353,2026-01-02 01:55:06.779221,True
USR02883,PMT01354,2026-05-29 19:41:51.779221,True
USR02884,PMT01355,2025-12-16 23:45:05.779221,True
USR02886,PMT01356,2026-03-17 14:49:02.779221,True
USR02887,PMT01357,2026-05-07 01:48:14.779221,True
USR02890,PMT01358,2026-03-29 12:58:01.779221,True
USR02891,PMT01359,2026-03-03 18:00:36.779221,True
USR02892,PMT01360,2025-12-31 19:31:47.779221,True
USR02893,PMT01361,2026-05-08 19:12:25.779221,True
USR02894,PMT01362,2026-02-05 11:41:40.779221,True
USR02896,PMT01363,2026-03-15 09:54:27.779221,True
USR02897,PMT01364,2026-05-11 11:26:17.779221,True
USR02898,PMT01365,2026-05-13 15:14:05.779221,True
USR02899,PMT01366,2026-01-19 16:52:21.779221,True
USR02903,PMT01367,2025-12-16 00:20:12.779221,True
USR02904,PMT01368,2026-05-11 10:16:15.779221,True
USR02905,PMT01369,2025-12-15 10:02:11.779221,True
USR02907,PMT01370,2026-03-27 20:32:29.779221,True
USR02908,PMT01371,2026-02-04 17:11:07.779221,True
USR02910,PMT01372,2026-03-24 14:04:03.779221,True
USR02911,PMT01373,2026-03-03 11:25:45.779221,True
USR02912,PMT01374,2026-05-22 17:22:23.779221,True
USR02913,PMT01375,2026-04-04 09:09:05.779221,True
USR02914,PMT01376,2025-12-27 01:24:19.779221,True
USR02915,PMT01377,2026-02-22 09:21:05.779221,True
USR02917,PMT01378,2026-04-14 22:19:02.779221,True
USR02918,PMT01379,2026-01-30 02:34:13.779221,True
USR02919,PMT01380,2026-01-13 08:48:55.779221,True
USR02921,PMT01381,2025-12-19 08:26:01.779221,True
USR02922,PMT01382,2026-04-25 06:28:43.779221,True
USR02924,PMT01383,2026-06-04 21:28:25.779221,True
USR02925,PMT01384,2025-12-19 12:31:31.779221,True
USR02928,PMT01385,2026-01-12 11:53:24.779221,True
USR02929,PMT01386,2026-01-04 16:09:18.779221,True
USR02932,PMT01387,2026-05-19 18:12:04.779221,True
USR02933,PMT01388,2026-01-14 03:56:47.779221,True
USR02934,PMT01389,2026-03-25 10:03:32.779221,True
USR02935,PMT01390,2026-04-07 13:15:46.779221,True
USR02936,PMT01391,2026-03-08 04:02:17.779221,True
USR02937,PMT01392,2026-05-22 12:47:34.779221,True
USR02938,PMT01393,2025-12-30 23:15:50.779221,True
USR02939,PMT01394,2025-12-16 19:27:06.779221,True
USR02940,PMT01395,2026-02-24 23:15:18.779221,True
USR02941,PMT01396,2026-01-24 11:07:50.779221,True
USR02942,PMT01397,2026-03-01 12:55:13.779221,True
USR02943,PMT01398,2026-06-02 14:49:16.779221,True
USR02944,PMT01399,2026-01-26 15:58:43.779221,True
USR02945,PMT01400,2026-05-03 03:26:06.779221,True
USR02947,PMT01401,2025-12-23 18:36:12.779221,True
USR02948,PMT01402,2026-03-07 02:27:43.779221,True
USR02950,PMT01403,2026-04-24 02:36:15.779221,True
USR02951,PMT01404,2026-03-31 23:10:46.779221,True
USR02952,PMT01405,2026-01-30 17:12:25.779221,True
USR02953,PMT01406,2026-04-09 23:24:41.779221,True
USR02954,PMT01407,2026-04-25 21:37:41.779221,True
USR02955,PMT01408,2026-01-20 23:56:50.779221,True
USR02956,PMT01409,2026-01-17 10:46:49.779221,True
USR02957,PMT01410,2026-01-15 14:09:28.779221,True
USR02958,PMT01411,2026-03-06 04:42:49.779221,True
USR02959,PMT01412,2025-12-30 15:07:52.779221,True
USR02960,PMT01413,2026-05-25 12:23:34.779221,True
USR02963,PMT01414,2026-05-31 07:36:16.779221,True
USR02964,PMT01415,2026-04-02 08:37:25.779221,True
USR02965,PMT01416,2026-04-04 22:36:24.779221,True
USR02968,PMT01417,2026-03-10 01:55:22.779221,True
USR02969,PMT01418,2026-02-26 18:12:24.779221,True
USR02970,PMT01419,2026-01-01 13:33:25.779221,True
USR02971,PMT01420,2026-03-03 16:16:42.779221,True
USR02972,PMT01421,2026-05-16 04:34:20.779221,True
USR02973,PMT01422,2026-02-13 22:53:05.779221,True
USR02974,PMT01423,2026-01-31 21:43:51.779221,True
USR02976,PMT01424,2026-03-06 07:37:32.779221,True
USR02977,PMT01425,2026-04-03 03:11:29.779221,True
USR02978,PMT01426,2026-01-17 18:05:42.779221,True
USR02980,PMT01427,2026-02-27 19:21:05.779221,True
USR02982,PMT01428,2026-05-25 15:41:32.779221,True
USR02983,PMT01429,2026-04-05 09:06:11.779221,True
USR02984,PMT01430,2026-04-06 18:46:03.779221,True
USR02985,PMT01431,2026-01-01 21:58:52.779221,True
USR02986,PMT01432,2026-02-18 18:37:30.779221,True
USR02993,PMT01433,2025-12-19 18:54:22.779221,True
USR02995,PMT01434,2025-12-22 08:33:23.779221,True
USR02997,PMT01435,2026-01-27 20:06:19.779221,True
USR03000,PMT01436,2026-01-19 14:15:16.779221,True
USR03002,PMT01437,2026-02-05 04:26:06.779221,True
USR03003,PMT01438,2026-02-02 14:33:55.779221,True
USR03004,PMT01439,2026-02-02 03:06:03.779221,True
USR03007,PMT01440,2026-06-06 19:26:15.779221,True
USR03008,PMT01441,2026-02-28 00:16:09.779221,True
USR03009,PMT01442,2025-12-19 00:13:12.779221,True
USR03011,PMT01443,2025-12-29 17:34:36.779221,True
USR03012,PMT01444,2026-03-03 16:49:29.779221,True
USR03013,PMT01445,2026-01-30 09:45:51.779221,True
USR03014,PMT01446,2026-01-05 07:01:23.779221,True
USR03015,PMT01447,2026-03-26 04:30:16.779221,True
USR03016,PMT01448,2026-01-11 02:37:58.779221,True
USR03017,PMT01449,2026-01-11 01:27:40.779221,True
USR03020,PMT01450,2025-12-30 00:00:04.779221,True
USR03021,PMT01451,2026-04-13 13:43:50.779221,True
USR03023,PMT01452,2026-01-02 05:08:15.779221,True
USR03024,PMT01453,2025-12-28 18:40:51.779221,True
USR03025,PMT01454,2026-01-15 04:16:57.779221,True
USR03026,PMT01455,2026-03-19 11:31:22.779221,True
USR03027,PMT01456,2026-03-24 11:34:56.779221,True
USR03028,PMT01457,2026-02-23 15:01:03.779221,True
USR03029,PMT01458,2025-12-10 23:04:43.779221,True
USR03030,PMT01459,2026-05-13 07:52:41.779221,True
USR03031,PMT01460,2026-04-08 05:27:57.779221,True
USR03032,PMT01461,2026-04-25 13:23:43.779221,True
USR03035,PMT01462,2026-06-05 02:55:43.779221,True
USR03039,PMT01463,2026-03-30 23:18:08.779221,True
USR03043,PMT01464,2026-04-27 19:23:34.779221,True
USR03044,PMT01465,2026-03-15 06:05:41.779221,True
USR03045,PMT01466,2026-04-06 20:16:04.779221,True
USR03046,PMT01467,2026-01-02 08:02:02.779221,True
USR03047,PMT01468,2025-12-23 04:21:41.779221,True
USR03051,PMT01469,2026-04-30 12:54:58.779221,True
USR03053,PMT01470,2026-05-29 13:50:47.779221,True
USR03055,PMT01471,2026-05-28 08:58:53.779221,True
USR03056,PMT01472,2026-05-05 02:10:46.779221,True
USR03057,PMT01473,2026-01-09 11:11:58.779221,True
USR03058,PMT01474,2026-05-30 13:36:59.779221,True
USR03060,PMT01475,2026-04-19 13:46:22.779221,True
USR03061,PMT01476,2026-03-05 22:57:47.779221,True
USR03063,PMT01477,2026-04-05 19:13:30.779221,True
USR03064,PMT01478,2026-02-01 09:43:37.779221,True
USR03066,PMT01479,2025-12-09 09:24:26.779221,True
USR03067,PMT01480,2026-01-03 20:54:27.779221,True
USR03068,PMT01481,2026-04-03 21:37:02.779221,True
USR03069,PMT01482,2026-03-14 09:04:07.779221,True
USR03070,PMT01483,2026-03-16 02:59:10.779221,True
USR03073,PMT01484,2026-04-13 07:11:54.779221,True
USR03074,PMT01485,2026-03-15 20:08:10.779221,True
USR03075,PMT01486,2026-02-14 13:22:46.779221,True
USR03077,PMT01487,2026-05-18 15:33:29.779221,True
USR03078,PMT01488,2026-02-08 09:56:44.779221,True
USR03079,PMT01489,2026-06-01 01:53:53.779221,True
USR03080,PMT01490,2026-05-07 02:13:09.779221,True
USR03081,PMT01491,2026-02-16 17:36:01.779221,True
USR03082,PMT01492,2026-03-06 10:19:00.779221,True
USR03083,PMT01493,2026-05-13 04:13:20.779221,True
USR03084,PMT01494,2026-04-19 21:21:03.779221,True
USR03085,PMT01495,2026-05-05 13:20:17.779221,True
USR03086,PMT01496,2026-02-18 06:58:28.779221,True
USR03087,PMT01497,2026-04-22 18:52:58.779221,True
USR03088,PMT01498,2026-01-31 02:34:57.779221,True
USR03090,PMT01499,2026-03-08 22:56:56.779221,True
USR03091,PMT01500,2026-04-22 13:40:19.779221,True
USR03092,PMT01501,2026-01-04 03:38:43.779221,True
USR03094,PMT01502,2026-01-28 15:40:44.779221,True
USR03095,PMT01503,2026-05-28 13:45:22.779221,True
USR03097,PMT01504,2026-01-10 06:12:02.779221,True
USR03100,PMT01505,2026-01-17 22:04:06.779221,True
USR03103,PMT01506,2026-04-19 01:35:36.779221,True
USR03104,PMT01507,2026-05-03 07:30:13.779221,True
USR03105,PMT01508,2026-01-01 07:12:35.779221,True
USR03106,PMT01509,2026-03-29 20:49:07.779221,True
USR03107,PMT01510,2026-01-31 10:55:40.779221,True
USR03109,PMT01511,2026-01-13 13:03:34.779221,True
