referral_id,referrer_user_id,referred_user_id,referral_date,reward_amount,reward_claimed
REF00367,USR09437,USR03832,2026-04-02 00:18:35.779221,25000.0,True
REF00368,USR09437,USR03385,2026-04-02 04:13:48.779221,25000.0,True
REF00369,USR09437,USR04789,2026-04-02 04:52:15.779221,25000.0,True
REF00370,USR03432,USR00550,2026-04-02 06:09:50.779221,25000.0,True
REF00371,USR03432,USR01090,2026-04-02 09:26:48.779221,25000.0,True
REF00372,USR03432,USR02692,2026-04-03 00:57:31.779221,25000.0,True
REF00373,USR05468,USR03037,2026-04-03 02:03:44.779221,25000.0,True
REF00374,USR05468,USR05131,2026-04-03 02:37:06.779221,25000.0,True
REF00375,USR05468,USR07083,2026-04-03 10:02:30.779221,25000.0,True
REF00376,USR09185,USR08577,2026-04-04 07:54:17.779221,25000.0,True
REF00377,USR09185,USR07039,2026-04-05 12:18:32.779221,25000.0,True
REF00378,USR09185,USR02721,2026-04-05 17:25:01.779221,25000.0,True
REF00379,USR02816,USR06004,2026-04-06 11:14:54.779221,25000.0,True
REF00380,USR02816,USR06966,2026-04-06 11:30:51.779221,25000.0,True
REF00381,USR02816,USR05783,2026-04-06 19:35:54.779221,25000.0,True
REF00382,USR00379,USR03615,2026-04-07 01:52:50.779221,25000.0,True
REF00383,USR00379,USR08657,2026-04-07 03:56:03.779221,25000.0,True
REF00384,USR00379,USR04201,2026-04-07 07:47:02.779221,25000.0,True
REF00385,USR01737,USR03203,2026-04-07 08:50:09.779221,25000.0,True
REF00386,USR01737,USR07490,2026-04-07 13:22:40.779221,25000.0,True
REF00387,USR01737,USR04599,2026-04-07 16:12:03.779221,25000.0,True
REF00388,USR08627,USR09568,2026-04-07 22:41:54.779221,25000.0,True
REF00389,USR08627,USR08222,2026-04-08 05:48:32.779221,25000.0,True
REF00390,USR08627,USR04150,2026-04-08 17:28:38.779221,25000.0,True
REF00391,USR07525,USR01993,2026-04-09 05:15:43.779221,25000.0,True
REF00392,USR07525,USR09468,2026-04-10 04:12:36.779221,25000.0,True
REF00393,USR07525,USR02346,2026-04-10 14:08:37.779221,25000.0,True
REF00394,USR08735,USR04711,2026-04-10 20:29:18.779221,25000.0,True
REF00395,USR08735,USR04417,2026-04-10 22:58:52.779221,25000.0,True
REF00396,USR08735,USR04532,2026-04-11 00:16:22.779221,25000.0,True
REF00397,USR08189,USR09710,2026-04-11 00:27:12.779221,25000.0,True
REF00398,USR08189,USR09683,2026-04-11 05:24:08.779221,25000.0,True
REF00399,USR08189,USR00073,2026-04-11 06:06:06.779221,25000.0,True
REF00400,USR05992,USR04792,2026-04-11 15:48:43.779221,25000.0,True
REF00401,USR05992,USR02420,2026-04-11 19:05:58.779221,25000.0,True
REF00402,USR05992,USR06904,2026-04-12 06:59:48.779221,25000.0,True
REF00403,USR04636,USR00120,2026-04-12 14:35:51.779221,25000.0,True
REF00404,USR04636,USR04439,2026-04-12 17:52:32.779221,25000.0,True
REF00405,USR04636,USR04725,2026-04-12 22:45:15.779221,25000.0,True
REF00406,USR08430,USR04617,2026-04-13 03:19:20.779221,25000.0,True
REF00407,USR08430,USR07974,2026-04-13 05:50:59.779221,25000.0,True
REF00408,USR08430,USR01406,2026-04-13 06:26:28.779221,25000.0,True
REF00409,USR00389,USR06979,2026-04-13 19:33:42.779221,25000.0,True
REF00410,USR00389,USR08784,2026-04-14 03:04:16.779221,25000.0,True
REF00411,USR00389,USR01192,2026-04-14 22:17:20.779221,25000.0,True
REF00412,USR06259,USR06711,2026-04-14 22:33:16.779221,25000.0,True
REF00413,USR06259,USR01020,2026-04-15 18:32:06.779221,25000.0,True
REF00414,USR06259,USR09644,2026-04-15 19:39:25.779221,25000.0,True
REF00415,USR07014,USR07879,2026-04-16 04:41:19.779221,25000.0,True
REF00416,USR07014,USR05927,2026-04-16 09:14:47.779221,25000.0,True
REF00417,USR07014,USR00953,2026-04-16 22:33:14.779221,25000.0,True
REF00418,USR00952,USR05826,2026-04-17 12:29:51.779221,25000.0,True
REF00419,USR00952,USR07190,2026-04-17 17:16:42.779221,25000.0,True
REF00420,USR00952,USR04341,2026-04-18 02:42:49.779221,25000.0,True
REF00421,USR08025,USR08669,2026-04-18 06:02:11.779221,25000.0,True
REF00422,USR08025,USR04379,2026-04-18 10:17:20.779221,25000.0,True
REF00423,USR08025,USR05581,2026-04-19 06:44:54.779221,25000.0,True
REF00424,USR05343,USR09760,2026-04-20 04:41:54.779221,25000.0,True
REF00425,USR05343,USR06452,2026-04-20 05:45:47.779221,25000.0,True
REF00426,USR05343,USR06539,2026-04-20 06:28:49.779221,25000.0,True
REF00427,USR09145,USR06124,2026-04-20 16:47:15.779221,25000.0,True
REF00428,USR09145,USR01014,2026-04-20 23:32:54.779221,25000.0,True
REF00429,USR09145,USR02724,2026-04-21 05:13:27.779221,25000.0,True
REF00430,USR05579,USR09187,2026-04-21 10:40:27.779221,25000.0,True
REF00431,USR05579,USR06300,2026-04-21 21:38:02.779221,25000.0,True
REF00432,USR05579,USR06723,2026-04-22 11:25:33.779221,25000.0,True
REF00433,USR06339,USR05161,2026-04-22 14:35:44.779221,25000.0,True
REF00434,USR06339,USR01004,2026-04-23 01:10:25.779221,25000.0,True
REF00435,USR06339,USR03182,2026-04-23 03:49:42.779221,25000.0,True
REF00436,USR01141,USR00396,2026-04-23 13:29:58.779221,25000.0,True
REF00437,USR01141,USR03242,2026-04-24 15:09:34.779221,25000.0,True
REF00438,USR01141,USR00764,2026-04-25 02:34:06.779221,25000.0,True
REF00439,USR09746,USR09485,2026-04-25 04:47:45.779221,25000.0,True
REF00440,USR09746,USR03497,2026-04-25 08:40:12.779221,25000.0,True
REF00441,USR09746,USR07685,2026-04-25 11:26:54.779221,25000.0,True
REF00442,USR04230,USR00413,2026-04-26 05:41:34.779221,25000.0,True
REF00443,USR04230,USR08711,2026-04-26 06:51:29.779221,25000.0,True
REF00444,USR04230,USR09618,2026-04-26 11:33:14.779221,25000.0,True
REF00445,USR07178,USR01574,2026-04-26 13:03:06.779221,25000.0,True
REF00446,USR07178,USR00634,2026-04-26 14:31:00.779221,25000.0,True
REF00447,USR07178,USR07676,2026-04-27 22:40:26.779221,25000.0,True
REF00448,USR01365,USR07883,2026-04-28 01:57:30.779221,25000.0,True
REF00449,USR01365,USR02539,2026-04-28 05:15:49.779221,25000.0,True
REF00450,USR01365,USR04742,2026-04-28 08:23:01.779221,25000.0,True
REF00451,USR09723,USR08630,2026-04-29 02:22:53.779221,25000.0,True
REF00452,USR09723,USR08344,2026-04-29 02:37:12.779221,25000.0,True
REF00453,USR09723,USR06808,2026-04-29 05:52:36.779221,25000.0,True
REF00454,USR04173,USR08734,2026-04-29 13:26:09.779221,25000.0,True
REF00455,USR04173,USR02303,2026-04-29 14:44:08.779221,25000.0,True
REF00456,USR04173,USR01712,2026-04-29 16:43:47.779221,25000.0,True
REF00457,USR09174,USR05513,2026-04-29 20:21:49.779221,25000.0,True
REF00458,USR09174,USR05780,2026-04-30 09:42:51.779221,25000.0,True
REF00459,USR09174,USR08749,2026-04-30 18:18:13.779221,25000.0,True
REF00460,USR05747,USR06685,2026-04-30 18:17:42.779221,25000.0,True
REF00461,USR05747,USR03833,2026-04-30 21:21:33.779221,25000.0,True
REF00462,USR05747,USR00774,2026-05-01 02:49:49.779221,25000.0,True
REF00463,USR01592,USR09737,2026-05-01 06:47:36.779221,25000.0,True
REF00464,USR01592,USR02559,2026-05-01 10:55:55.779221,25000.0,True
REF00465,USR01592,USR01019,2026-05-01 16:24:17.779221,25000.0,True
REF00466,USR06035,USR03318,2026-05-01 17:53:43.779221,25000.0,True
REF00467,USR06035,USR08074,2026-05-01 22:15:11.779221,25000.0,True
REF00468,USR06035,USR00802,2026-05-02 04:51:06.779221,25000.0,True
REF00469,USR09882,USR06628,2026-05-02 07:39:26.779221,25000.0,True
REF00470,USR09882,USR09395,2026-05-02 16:38:33.779221,25000.0,True
REF00471,USR09882,USR01089,2026-05-02 17:37:53.779221,25000.0,True
REF00472,USR04178,USR06956,2026-05-03 01:43:55.779221,25000.0,True
REF00473,USR04178,USR02058,2026-05-03 02:05:24.779221,25000.0,True
REF00474,USR04178,USR01334,2026-05-03 04:00:42.779221,25000.0,True
REF00475,USR00511,USR06891,2026-05-03 09:17:20.779221,25000.0,True
REF00476,USR00511,USR05154,2026-05-03 12:21:13.779221,25000.0,True
REF00477,USR00511,USR08478,2026-05-03 15:45:09.779221,25000.0,True
REF00478,USR08462,USR03678,2026-05-04 04:42:36.779221,25000.0,True
REF00479,USR08462,USR01887,2026-05-04 19:29:11.779221,25000.0,True
REF00480,USR08462,USR07833,2026-05-05 13:28:16.779221,25000.0,True
REF00481,USR03114,USR00251,2026-05-06 00:49:54.779221,25000.0,True
REF00482,USR03114,USR00141,2026-05-06 04:45:25.779221,25000.0,True
REF00483,USR03114,USR03724,2026-05-06 12:29:20.779221,25000.0,True
REF00484,USR09952,USR03669,2026-05-06 13:46:36.779221,25000.0,True
REF00485,USR09952,USR03671,2026-05-06 15:09:11.779221,25000.0,True
REF00486,USR09952,USR05860,2026-05-06 17:30:57.779221,25000.0,True
REF00487,USR03137,USR03076,2026-05-06 23:50:13.779221,25000.0,True
REF00488,USR03137,USR08104,2026-05-07 01:01:17.779221,25000.0,True
REF00489,USR03137,USR06178,2026-05-07 01:05:55.779221,25000.0,True
REF00490,USR07381,USR01805,2026-05-07 05:10:16.779221,25000.0,True
REF00491,USR07381,USR05373,2026-05-07 08:35:12.779221,25000.0,True
REF00492,USR07381,USR04427,2026-05-07 20:59:03.779221,25000.0,True
REF00493,USR05599,USR00867,2026-05-07 23:40:26.779221,25000.0,True
REF00494,USR05599,USR01991,2026-05-08 00:47:51.779221,25000.0,True
REF00495,USR05599,USR03511,2026-05-08 17:20:56.779221,25000.0,True
REF00496,USR05327,USR07765,2026-05-08 23:27:14.779221,25000.0,True
REF00497,USR05327,USR04677,2026-05-09 09:01:17.779221,25000.0,True
REF00498,USR05327,USR06385,2026-05-09 10:36:20.779221,25000.0,True
REF00499,USR00673,USR05158,2026-05-10 03:14:42.779221,25000.0,True
REF00500,USR00673,USR03704,2026-05-10 12:27:28.779221,25000.0,True
REF00501,USR00673,USR04710,2026-05-10 13:11:10.779221,25000.0,True
REF00502,USR08576,USR05347,2026-05-10 16:22:29.779221,25000.0,True
REF00503,USR08576,USR04630,2026-05-11 10:49:52.779221,25000.0,True
REF00504,USR08576,USR02476,2026-05-11 23:48:24.779221,25000.0,True
REF00505,USR04723,USR02992,2026-05-12 00:34:59.779221,25000.0,True
REF00506,USR04723,USR08273,2026-05-12 09:23:23.779221,25000.0,True
REF00507,USR04723,USR09303,2026-05-12 10:22:37.779221,25000.0,True
REF00508,USR08956,USR02070,2026-05-12 14:55:50.779221,25000.0,True
REF00509,USR08956,USR06846,2026-05-12 19:52:09.779221,25000.0,True
REF00510,USR08956,USR09879,2026-05-13 08:44:09.779221,25000.0,True
REF00511,USR03559,USR00957,2026-05-13 09:16:27.779221,25000.0,True
REF00512,USR03559,USR02991,2026-05-13 11:24:56.779221,25000.0,True
REF00513,USR03559,USR08253,2026-05-13 15:28:54.779221,25000.0,True
REF00514,USR00280,USR02842,2026-05-13 22:10:37.779221,25000.0,True
REF00515,USR00280,USR05029,2026-05-14 07:27:09.779221,25000.0,True
REF00516,USR00280,USR01402,2026-05-14 09:18:56.779221,25000.0,True
REF00517,USR06068,USR01577,2026-05-14 10:56:49.779221,25000.0,True
REF00518,USR06068,USR05840,2026-05-14 19:55:58.779221,25000.0,True
REF00519,USR06068,USR03345,2026-05-14 23:42:31.779221,25000.0,True
REF00520,USR00987,USR01023,2026-05-15 01:59:19.779221,25000.0,True
REF00521,USR00987,USR04010,2026-05-15 04:20:10.779221,25000.0,True
REF00522,USR00987,USR08224,2026-05-15 09:39:46.779221,25000.0,True
REF00523,USR03808,USR05767,2026-05-15 10:21:56.779221,25000.0,True
REF00524,USR03808,USR01675,2026-05-15 10:53:02.779221,25000.0,True
REF00525,USR03808,USR07273,2026-05-16 12:04:37.779221,25000.0,True
REF00526,USR08700,USR07377,2026-05-16 13:57:52.779221,25000.0,True
REF00527,USR08700,USR05171,2026-05-16 20:08:22.779221,25000.0,True
REF00528,USR08700,USR06683,2026-05-16 23:37:23.779221,25000.0,True
REF00529,USR07869,USR04388,2026-05-17 00:40:42.779221,25000.0,True
REF00530,USR07869,USR03302,2026-05-17 10:03:56.779221,25000.0,True
REF00531,USR07869,USR04012,2026-05-17 16:47:25.779221,25000.0,True
REF00532,USR07578,USR00810,2026-05-17 21:49:17.779221,25000.0,True
REF00533,USR07578,USR02696,2026-05-17 23:52:04.779221,25000.0,True
REF00534,USR07578,USR07819,2026-05-18 06:11:47.779221,25000.0,True
REF00535,USR02830,USR07536,2026-05-18 06:13:02.779221,25000.0,True
REF00536,USR02830,USR00027,2026-05-18 14:47:45.779221,25000.0,True
REF00537,USR02830,USR05013,2026-05-18 22:03:07.779221,25000.0,True
REF00538,USR06038,USR06122,2026-05-18 22:21:21.779221,25000.0,True
REF00539,USR06038,USR04463,2026-05-19 18:39:33.779221,25000.0,True
REF00540,USR06038,USR08298,2026-05-20 03:30:49.779221,25000.0,True
REF00541,USR07324,USR05449,2026-05-20 10:09:57.779221,25000.0,True
REF00542,USR07324,USR03510,2026-05-21 05:03:59.779221,25000.0,True
REF00543,USR07324,USR09427,2026-05-21 21:18:47.779221,25000.0,True
REF00544,USR02966,USR00939,2026-05-21 23:58:01.779221,25000.0,True
REF00545,USR02966,USR08493,2026-05-22 07:11:29.779221,25000.0,True
REF00546,USR02966,USR02613,2026-05-22 11:04:04.779221,25000.0,True
REF00547,USR08591,USR09859,2026-05-22 11:03:30.779221,25000.0,True
REF00548,USR08591,USR03822,2026-05-22 11:45:20.779221,25000.0,True
REF00549,USR08591,USR09289,2026-05-22 16:36:02.779221,25000.0,True
REF00550,USR09993,USR08184,2026-05-22 18:59:29.779221,25000.0,True
REF00551,USR09993,USR09579,2026-05-22 23:46:52.779221,25000.0,True
REF00552,USR09993,USR04969,2026-05-23 05:26:19.779221,25000.0,True
REF00553,USR06186,USR00771,2026-05-23 06:38:46.779221,25000.0,True
REF00554,USR06186,USR02636,2026-05-23 07:13:03.779221,25000.0,True
REF00555,USR06186,USR08221,2026-05-23 07:31:57.779221,25000.0,True
REF00556,USR01749,USR05680,2026-05-24 02:18:20.779221,25000.0,True
REF00557,USR01749,USR06425,2026-05-24 05:51:56.779221,25000.0,True
REF00558,USR01749,USR02734,2026-05-24 05:53:50.779221,25000.0,True
REF00559,USR06480,USR09578,2026-05-25 07:55:52.779221,25000.0,True
REF00560,USR06480,USR04016,2026-05-25 10:06:11.779221,25000.0,True
REF00561,USR06480,USR01062,2026-05-25 21:08:36.779221,25000.0,True
REF00562,USR01551,USR04406,2026-05-26 02:55:02.779221,25000.0,True
REF00563,USR01551,USR08830,2026-05-26 03:42:50.779221,25000.0,True
REF00564,USR01551,USR05119,2026-05-26 05:44:22.779221,25000.0,True
REF00565,USR07357,USR09236,2026-05-26 22:06:10.779221,25000.0,True
REF00566,USR07357,USR03783,2026-05-27 04:52:03.779221,25000.0,True
REF00567,USR07357,USR06123,2026-05-27 11:07:47.779221,25000.0,True
REF00568,USR07225,USR03115,2026-05-27 16:00:05.779221,25000.0,True
REF00569,USR07225,USR06741,2026-05-27 21:45:02.779221,25000.0,True
REF00570,USR07225,USR09650,2026-05-28 19:00:18.779221,25000.0,True
REF00571,USR07151,USR09686,2026-05-29 02:34:22.779221,25000.0,True
REF00572,USR07151,USR07996,2026-05-29 03:52:26.779221,25000.0,True
REF00573,USR07151,USR01320,2026-05-29 15:10:54.779221,25000.0,True
REF00574,USR08736,USR05613,2026-05-29 15:28:19.779221,25000.0,True
REF00575,USR08736,USR05447,2026-05-30 00:48:03.779221,25000.0,True
REF00576,USR08736,USR00366,2026-05-30 19:40:45.779221,25000.0,True
REF00577,USR09346,USR07527,2026-05-31 19:26:23.779221,25000.0,True
REF00578,USR09346,USR09096,2026-06-01 17:18:27.779221,25000.0,True
REF00579,USR09346,USR06908,2026-06-01 17:30:16.779221,25000.0,True
REF00580,USR00341,USR01828,2026-06-01 23:03:14.779221,25000.0,True
REF00581,USR00341,USR09225,2026-06-02 07:29:17.779221,25000.0,True
REF00582,USR00341,USR05316,2026-06-02 11:10:45.779221,25000.0,True
REF00583,USR06483,USR05268,2026-06-02 15:14:30.779221,25000.0,True
REF00584,USR06483,USR06102,2026-06-03 01:20:23.779221,25000.0,True
REF00585,USR06483,USR04557,2026-06-03 16:25:27.779221,25000.0,True
REF00586,USR06839,USR01301,2026-06-03 18:11:05.779221,25000.0,True
REF00587,USR06839,USR04524,2026-06-03 18:38:19.779221,25000.0,True
REF00588,USR06839,USR03485,2026-06-03 23:43:45.779221,25000.0,True
REF00589,USR05392,USR04464,2026-06-04 02:51:03.779221,25000.0,True
REF00590,USR05392,USR02621,2026-06-04 08:43:32.779221,25000.0,True
REF00591,USR05392,USR05272,2026-06-05 01:22:40.779221,25000.0,True
REF00592,USR00411,USR06874,2026-06-05 03:58:37.779221,25000.0,True
REF00593,USR00411,USR03896,2026-06-05 17:22:21.779221,25000.0,True
REF00594,USR00411,USR00437,2026-06-05 19:39:25.779221,25000.0,True
REF00595,USR00062,USR00828,2026-06-06 00:44:04.779221,25000.0,True
REF00596,USR00062,USR01056,2026-06-06 05:55:16.779221,25000.0,True
REF00597,USR00062,USR03544,2026-06-06 06:24:25.779221,25000.0,True
REF00598,USR02493,USR04234,2026-06-06 14:58:15.779221,25000.0,True
REF00599,USR02493,USR01776,2026-06-06 20:54:46.779221,25000.0,True
REF00600,USR05128,USR01971,2026-05-12 06:14:44.779221,25000.0,False
REF00601,USR09340,USR09183,2026-05-12 06:51:49.779221,25000.0,False
REF00602,USR02818,USR08565,2026-05-12 09:49:47.779221,25000.0,False
REF00603,USR01186,USR07349,2026-05-12 10:15:40.779221,25000.0,False
REF00604,USR00743,USR07378,2026-05-12 11:52:48.779221,25000.0,True
REF00605,USR06357,USR02206,2026-05-12 13:41:11.779221,25000.0,True
REF00606,USR04489,USR07594,2026-05-12 13:55:54.779221,25000.0,True
REF00607,USR07016,USR05949,2026-05-12 14:30:15.779221,25000.0,True
REF00608,USR03066,USR05422,2026-05-12 14:54:34.779221,25000.0,True
REF00609,USR05857,USR00637,2026-05-12 15:47:47.779221,25000.0,False
REF00610,USR05077,USR00109,2026-05-12 17:15:50.779221,25000.0,False
REF00611,USR04527,USR00894,2026-05-12 17:18:37.779221,25000.0,True
REF00612,USR01689,USR03326,2026-05-12 18:03:39.779221,25000.0,False
REF00613,USR09345,USR08162,2026-05-12 19:08:45.779221,25000.0,True
REF00614,USR08471,USR07327,2026-05-12 19:44:29.779221,25000.0,False
REF00615,USR02870,USR00224,2026-05-12 20:15:50.779221,25000.0,False
REF00616,USR04284,USR07389,2026-05-12 21:05:39.779221,25000.0,False
REF00617,USR09254,USR04917,2026-05-12 21:44:20.779221,25000.0,True
REF00618,USR08187,USR01277,2026-05-12 21:55:58.779221,25000.0,False
REF00619,USR03850,USR01128,2026-05-12 22:13:20.779221,25000.0,True
REF00620,USR03576,USR00968,2026-05-12 22:07:06.779221,25000.0,False
REF00621,USR01857,USR02449,2026-05-12 22:43:33.779221,25000.0,False
REF00622,USR03405,USR08965,2026-05-12 23:17:45.779221,25000.0,True
REF00623,USR06621,USR00735,2026-05-13 00:17:26.779221,25000.0,False
REF00624,USR07870,USR02675,2026-05-13 01:00:43.779221,25000.0,True
REF00625,USR08223,USR07258,2026-05-13 00:56:02.779221,25000.0,False
REF00626,USR03152,USR07985,2026-05-13 01:59:10.779221,25000.0,True
REF00627,USR06438,USR06079,2026-05-13 03:05:17.779221,25000.0,False
REF00628,USR00942,USR05436,2026-05-13 02:45:51.779221,25000.0,True
REF00629,USR04131,USR08852,2026-05-13 03:35:06.779221,25000.0,False
REF00630,USR04572,USR03083,2026-05-13 03:21:20.779221,25000.0,True
REF00631,USR03268,USR05289,2026-05-13 03:37:54.779221,25000.0,True
REF00632,USR04930,USR07298,2026-05-13 06:11:08.779221,25000.0,True
REF00633,USR09910,USR02109,2026-05-13 06:24:57.779221,25000.0,True
REF00634,USR09045,USR03030,2026-05-13 06:53:41.779221,25000.0,False
REF00635,USR08769,USR02595,2026-05-13 07:23:34.779221,25000.0,True
REF00636,USR00065,USR05181,2026-05-13 07:52:10.779221,25000.0,True
REF00637,USR09836,USR00459,2026-05-13 07:57:52.779221,25000.0,False
REF00638,USR07850,USR03193,2026-05-13 08:21:04.779221,25000.0,False
REF00639,USR09309,USR03508,2026-05-13 09:35:42.779221,25000.0,False
REF00640,USR04955,USR05550,2026-05-13 10:21:54.779221,25000.0,True
REF00641,USR04450,USR07982,2026-05-13 10:18:12.779221,25000.0,False
REF00642,USR05637,USR03195,2026-05-13 12:46:36.779221,25000.0,True
REF00643,USR02021,USR00900,2026-05-13 13:21:27.779221,25000.0,False
REF00644,USR05281,USR04981,2026-05-13 13:29:41.779221,25000.0,False
REF00645,USR03829,USR03172,2026-05-13 14:13:35.779221,25000.0,True
REF00646,USR08018,USR07315,2026-05-13 14:12:36.779221,25000.0,False
REF00647,USR05149,USR02898,2026-05-13 14:56:05.779221,25000.0,True
REF00648,USR09448,USR00144,2026-05-13 14:36:31.779221,25000.0,True
REF00649,USR05769,USR00005,2026-05-13 15:25:14.779221,25000.0,False
REF00650,USR02594,USR09862,2026-05-13 16:06:56.779221,25000.0,False
REF00651,USR07575,USR09106,2026-05-13 16:09:41.779221,25000.0,True
REF00652,USR08564,USR00445,2026-05-13 17:22:44.779221,25000.0,False
REF00653,USR07265,USR08029,2026-05-13 18:22:28.779221,25000.0,False
REF00654,USR09141,USR02023,2026-05-13 20:57:49.779221,25000.0,False
REF00655,USR09757,USR08596,2026-05-13 21:10:30.779221,25000.0,False
REF00656,USR08109,USR07702,2026-05-13 20:55:36.779221,25000.0,False
REF00657,USR03842,USR01748,2026-05-13 22:22:02.779221,25000.0,True
REF00658,USR02670,USR02150,2026-05-13 22:23:19.779221,25000.0,True
REF00659,USR00971,USR06334,2026-05-13 22:27:41.779221,25000.0,True
REF00660,USR06370,USR04159,2026-05-13 23:35:53.779221,25000.0,True
REF00661,USR03029,USR00872,2026-05-14 00:53:50.779221,25000.0,True
REF00662,USR08739,USR07474,2026-05-14 02:35:51.779221,25000.0,False
REF00663,USR01564,USR02778,2026-05-14 02:54:38.779221,25000.0,True
REF00664,USR02287,USR08906,2026-05-14 03:13:17.779221,25000.0,True
REF00665,USR09155,USR03117,2026-05-14 05:03:44.779221,25000.0,True
REF00666,USR07070,USR04836,2026-05-14 05:17:37.779221,25000.0,True
REF00667,USR09056,USR00526,2026-05-14 06:45:00.779221,25000.0,False
REF00668,USR03277,USR02402,2026-05-14 07:45:11.779221,25000.0,True
REF00669,USR07601,USR00809,2026-05-14 08:36:21.779221,25000.0,True
REF00670,USR02187,USR06485,2026-05-14 09:41:21.779221,25000.0,True
REF00671,USR00533,USR06201,2026-05-14 10:11:55.779221,25000.0,True
REF00672,USR05251,USR05090,2026-05-14 11:14:25.779221,25000.0,False
REF00673,USR01898,USR06841,2026-05-14 10:52:26.779221,25000.0,True
REF00674,USR06950,USR09741,2026-05-14 12:06:12.779221,25000.0,False
REF00675,USR07840,USR06077,2026-05-14 12:55:25.779221,25000.0,True
REF00676,USR06412,USR00154,2026-05-14 13:05:44.779221,25000.0,False
REF00677,USR02733,USR09553,2026-05-14 12:58:05.779221,25000.0,False
REF00678,USR03863,USR05186,2026-05-14 14:33:21.779221,25000.0,True
REF00679,USR08227,USR02634,2026-05-14 16:04:41.779221,25000.0,True
REF00680,USR09262,USR09504,2026-05-14 17:37:15.779221,25000.0,False
REF00681,USR04181,USR03589,2026-05-14 17:42:57.779221,25000.0,True
REF00682,USR06332,USR05552,2026-05-14 18:23:38.779221,25000.0,True
REF00683,USR00173,USR06759,2026-05-14 19:49:51.779221,25000.0,True
REF00684,USR02329,USR03201,2026-05-14 20:30:55.779221,25000.0,False
REF00685,USR07168,USR02764,2026-05-14 21:15:49.779221,25000.0,True
REF00686,USR06686,USR09361,2026-05-14 22:41:02.779221,25000.0,False
REF00687,USR05379,USR04823,2026-05-14 23:45:15.779221,25000.0,False
REF00688,USR05786,USR06551,2026-05-15 00:12:32.779221,25000.0,False
REF00689,USR08753,USR06128,2026-05-14 23:54:50.779221,25000.0,True
REF00690,USR07208,USR07497,2026-05-15 00:43:09.779221,25000.0,True
REF00691,USR01625,USR02535,2026-05-15 00:23:54.779221,25000.0,False
REF00692,USR08255,USR04492,2026-05-15 01:21:53.779221,25000.0,True
REF00693,USR03374,USR02471,2026-05-15 01:27:00.779221,25000.0,False
REF00694,USR00265,USR01954,2026-05-15 01:40:01.779221,25000.0,False
REF00695,USR04628,USR09953,2026-05-15 01:29:41.779221,25000.0,False
REF00696,USR05400,USR01791,2026-05-15 01:36:33.779221,25000.0,False
REF00697,USR00931,USR09809,2026-05-15 02:33:21.779221,25000.0,False
REF00698,USR03780,USR02601,2026-05-15 04:43:49.779221,25000.0,False
REF00699,USR06023,USR08424,2026-05-15 04:44:11.779221,25000.0,True
REF00700,USR07423,USR03787,2026-05-15 05:13:15.779221,25000.0,False
REF00701,USR01490,USR03118,2026-05-15 06:06:35.779221,25000.0,True
REF00702,USR05315,USR06982,2026-05-15 06:45:54.779221,25000.0,False
REF00703,USR02113,USR09228,2026-05-15 06:58:38.779221,25000.0,True
REF00704,USR01565,USR05602,2026-05-15 06:22:58.779221,25000.0,False
REF00705,USR01109,USR04860,2026-05-15 07:24:34.779221,25000.0,False
REF00706,USR00575,USR04223,2026-05-15 07:12:12.779221,25000.0,False
REF00707,USR09147,USR02190,2026-05-15 07:52:30.779221,25000.0,True
REF00708,USR09103,USR09405,2026-05-15 07:57:26.779221,25000.0,True
REF00709,USR03666,USR06246,2026-05-15 08:19:36.779221,25000.0,True
REF00710,USR03458,USR00446,2026-05-15 08:38:09.779221,25000.0,False
REF00711,USR02361,USR01494,2026-05-15 09:17:48.779221,25000.0,False
REF00712,USR00613,USR03147,2026-05-15 09:46:25.779221,25000.0,False
REF00713,USR00035,USR08438,2026-05-15 10:20:56.779221,25000.0,False
REF00714,USR08868,USR00329,2026-05-15 10:26:54.779221,25000.0,True
REF00715,USR03438,USR06087,2026-05-15 10:58:55.779221,25000.0,True
REF00716,USR05718,USR07707,2026-05-15 11:13:04.779221,25000.0,False
REF00717,USR00408,USR08752,2026-05-15 11:49:39.779221,25000.0,False
REF00718,USR03961,USR02480,2026-05-15 12:29:41.779221,25000.0,False
REF00719,USR01185,USR07988,2026-05-15 12:51:28.779221,25000.0,False
REF00720,USR01545,USR06192,2026-05-15 12:30:30.779221,25000.0,True
REF00721,USR06543,USR05618,2026-05-15 15:23:37.779221,25000.0,True
REF00722,USR04544,USR01677,2026-05-15 15:10:38.779221,25000.0,False
REF00723,USR09304,USR04213,2026-05-15 15:35:14.779221,25000.0,True
REF00724,USR03963,USR01210,2026-05-15 16:23:13.779221,25000.0,False
REF00725,USR03809,USR01213,2026-05-15 16:27:21.779221,25000.0,False
REF00726,USR02327,USR05962,2026-05-15 16:35:12.779221,25000.0,False
REF00727,USR05494,USR06316,2026-05-15 17:43:48.779221,25000.0,False
REF00728,USR00428,USR04153,2026-05-15 18:17:47.779221,25000.0,False
REF00729,USR09525,USR02728,2026-05-15 18:03:21.779221,25000.0,False
REF00730,USR00712,USR02643,2026-05-15 20:00:38.779221,25000.0,False
REF00731,USR00512,USR08154,2026-05-15 21:59:14.779221,25000.0,False
REF00732,USR00474,USR06400,2026-05-15 22:09:54.779221,25000.0,False
REF00733,USR06479,USR09182,2026-05-15 23:19:59.779221,25000.0,True
