user_id,is_fake_account,fraud_type,fraud_reason,label_source
USR00951,False,normal,,rule_based
USR00952,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR00953,True,referral_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR00954,True,shared_device_abuse,Multiple accounts registered and logging in from the same device fingerprint,rule_based
USR00955,False,normal,,rule_based
USR00956,False,normal,,rule_based
USR00957,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR00958,False,normal,,rule_based
USR00959,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR00960,False,normal,,rule_based
USR00961,False,normal,,rule_based
USR00962,False,normal,,rule_based
USR00963,False,normal,,rule_based
USR00964,False,normal,,rule_based
USR00965,False,normal,,rule_based
USR00966,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR00967,False,normal,,rule_based
USR00968,False,normal,,rule_based
USR00969,False,normal,,rule_based
USR00970,False,normal,,rule_based
USR00971,False,normal,,rule_based
USR00972,False,normal,,rule_based
USR00973,False,normal,,rule_based
USR00974,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR00975,False,normal,,rule_based
USR00976,False,normal,,rule_based
USR00977,False,normal,,rule_based
USR00978,False,normal,,rule_based
USR00979,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR00980,False,normal,,rule_based
USR00981,False,normal,,rule_based
USR00982,False,normal,,rule_based
USR00983,False,normal,,rule_based
USR00984,False,normal,,rule_based
USR00985,True,shared_device_abuse,Multiple accounts registered and logging in from the same device fingerprint,rule_based
USR00986,True,shared_payment_abuse,Multiple accounts linked to the same default payment token,rule_based
USR00987,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR00988,False,normal,,rule_based
USR00989,False,normal,,rule_based
USR00990,False,normal,,rule_based
USR00991,False,normal,,rule_based
USR00992,True,shared_device_abuse,Multiple accounts registered and logging in from the same device fingerprint,rule_based
USR00993,False,normal,,rule_based
USR00994,False,normal,,rule_based
USR00995,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR00996,False,normal,,rule_based
USR00997,True,referral_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR00998,False,normal,,rule_based
USR00999,True,shared_address_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01000,False,normal,,rule_based
USR01001,False,normal,,rule_based
USR01002,False,normal,,rule_based
USR01003,False,normal,,rule_based
USR01004,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR01005,False,normal,,rule_based
USR01006,False,normal,,rule_based
USR01007,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR01008,False,normal,,rule_based
USR01009,False,normal,,rule_based
USR01010,False,normal,,rule_based
USR01011,False,normal,,rule_based
USR01012,False,normal,,rule_based
USR01013,False,normal,,rule_based
USR01014,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR01015,False,normal,,rule_based
USR01016,True,shared_payment_abuse,Multiple accounts linked to the same default payment token,rule_based
USR01017,False,normal,,rule_based
USR01018,False,normal,,rule_based
USR01019,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR01020,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR01021,False,normal,,rule_based
USR01022,False,normal,,rule_based
USR01023,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR01024,False,normal,,rule_based
USR01025,False,normal,,rule_based
USR01026,False,normal,,rule_based
USR01027,False,normal,,rule_based
USR01028,False,normal,,rule_based
USR01029,False,normal,,rule_based
USR01030,False,normal,,rule_based
USR01031,False,normal,,rule_based
USR01032,True,referral_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01033,False,normal,,rule_based
USR01034,True,shared_address_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01035,True,shared_device_abuse,Multiple accounts registered and logging in from the same device fingerprint,rule_based
USR01036,False,normal,,rule_based
USR01037,False,normal,,rule_based
USR01038,False,normal,,rule_based
USR01039,False,normal,,rule_based
USR01040,False,normal,,rule_based
USR01041,True,shared_device_abuse,Multiple accounts registered and logging in from the same device fingerprint,rule_based
USR01042,False,normal,,rule_based
USR01043,False,normal,,rule_based
USR01044,False,normal,,rule_based
USR01045,False,normal,,rule_based
USR01046,False,normal,,rule_based
USR01047,False,normal,,rule_based
USR01048,False,normal,,rule_based
USR01049,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR01050,False,normal,,rule_based
USR01051,False,normal,,rule_based
USR01052,True,voucher_farming,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01053,True,shared_device_abuse,Multiple accounts registered and logging in from the same device fingerprint,rule_based
USR01054,False,normal,,rule_based
USR01055,False,normal,,rule_based
USR01056,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR01057,False,normal,,rule_based
USR01058,False,normal,,rule_based
USR01059,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR01060,False,normal,,rule_based
USR01061,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR01062,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR01063,False,normal,,rule_based
USR01064,False,normal,,rule_based
USR01065,False,normal,,rule_based
USR01066,False,normal,,rule_based
USR01067,False,normal,,rule_based
USR01068,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR01069,False,normal,,rule_based
USR01070,False,normal,,rule_based
USR01071,False,normal,,rule_based
USR01072,True,shared_payment_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01073,False,normal,,rule_based
USR01074,False,normal,,rule_based
USR01075,False,normal,,rule_based
USR01076,False,normal,,rule_based
USR01077,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR01078,False,normal,,rule_based
USR01079,True,shared_payment_abuse,Multiple accounts linked to the same default payment token,rule_based
USR01080,False,normal,,rule_based
USR01081,False,normal,,rule_based
USR01082,False,normal,,rule_based
USR01083,False,normal,,rule_based
USR01084,False,normal,,rule_based
USR01085,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR01086,False,normal,,rule_based
USR01087,True,shared_payment_abuse,Multiple accounts linked to the same default payment token,rule_based
USR01088,False,normal,,rule_based
USR01089,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR01090,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR01091,True,shared_payment_abuse,Multiple accounts linked to the same default payment token,rule_based
USR01092,False,normal,,rule_based
USR01093,False,normal,,rule_based
USR01094,False,normal,,rule_based
USR01095,True,shared_payment_abuse,Multiple accounts linked to the same default payment token,rule_based
USR01096,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR01097,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR01098,False,normal,,rule_based
USR01099,False,normal,,rule_based
USR01100,False,normal,,rule_based
USR01101,False,normal,,rule_based
USR01102,False,normal,,rule_based
USR01103,False,normal,,rule_based
USR01104,False,normal,,rule_based
USR01105,False,normal,,rule_based
USR01106,True,shared_device_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01107,False,normal,,rule_based
USR01108,False,normal,,rule_based
USR01109,False,normal,,rule_based
USR01110,False,normal,,rule_based
USR01111,False,normal,,rule_based
USR01112,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR01113,False,normal,,rule_based
USR01114,False,normal,,rule_based
USR01115,False,normal,,rule_based
USR01116,True,shared_payment_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01117,False,normal,,rule_based
USR01118,False,normal,,rule_based
USR01119,False,normal,,rule_based
USR01120,False,normal,,rule_based
USR01121,False,normal,,rule_based
USR01122,False,normal,,rule_based
USR01123,False,normal,,rule_based
USR01124,False,normal,,rule_based
USR01125,False,normal,,rule_based
USR01126,False,normal,,rule_based
USR01127,False,normal,,rule_based
USR01128,False,normal,,rule_based
USR01129,False,normal,,rule_based
USR01130,False,normal,,rule_based
USR01131,False,normal,,rule_based
USR01132,False,normal,,rule_based
USR01133,False,normal,,rule_based
USR01134,False,normal,,rule_based
USR01135,False,normal,,rule_based
USR01136,False,normal,,rule_based
USR01137,False,normal,,rule_based
USR01138,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR01139,False,normal,,rule_based
USR01140,False,normal,,rule_based
USR01141,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR01142,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR01143,False,normal,,rule_based
USR01144,False,normal,,rule_based
USR01145,False,normal,,rule_based
USR01146,True,shared_payment_abuse,Multiple accounts linked to the same default payment token,rule_based
USR01147,False,normal,,rule_based
USR01148,False,normal,,rule_based
USR01149,True,referral_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01150,False,normal,,rule_based
USR01151,True,shared_device_abuse,Multiple accounts registered and logging in from the same device fingerprint,rule_based
USR01152,False,normal,,rule_based
USR01153,False,normal,,rule_based
USR01154,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR01155,False,normal,,rule_based
USR01156,True,voucher_farming,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01157,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR01158,False,normal,,rule_based
USR01159,True,shared_device_abuse,Multiple accounts registered and logging in from the same device fingerprint,rule_based
USR01160,False,normal,,rule_based
USR01161,False,normal,,rule_based
USR01162,False,normal,,rule_based
USR01163,False,normal,,rule_based
USR01164,False,normal,,rule_based
USR01165,False,normal,,rule_based
USR01166,False,normal,,rule_based
USR01167,False,normal,,rule_based
USR01168,True,shared_payment_abuse,Multiple accounts linked to the same default payment token,rule_based
USR01169,False,normal,,rule_based
USR01170,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR01171,False,normal,,rule_based
USR01172,True,shared_payment_abuse,Multiple accounts linked to the same default payment token,rule_based
USR01173,False,normal,,rule_based
USR01174,False,normal,,rule_based
USR01175,False,normal,,rule_based
USR01176,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR01177,False,normal,,rule_based
USR01178,False,normal,,rule_based
USR01179,False,normal,,rule_based
USR01180,False,normal,,rule_based
USR01181,True,shared_payment_abuse,Multiple accounts linked to the same default payment token,rule_based
USR01182,False,normal,,rule_based
USR01183,False,normal,,rule_based
USR01184,True,shared_payment_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01185,False,normal,,rule_based
USR01186,False,normal,,rule_based
USR01187,False,normal,,rule_based
USR01188,False,normal,,rule_based
USR01189,False,normal,,rule_based
USR01190,False,normal,,rule_based
USR01191,False,normal,,rule_based
USR01192,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR01193,False,normal,,rule_based
USR01194,True,referral_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01195,False,normal,,rule_based
USR01196,False,normal,,rule_based
USR01197,False,normal,,rule_based
USR01198,False,normal,,rule_based
USR01199,False,normal,,rule_based
USR01200,True,shared_device_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01201,False,normal,,rule_based
USR01202,False,normal,,rule_based
USR01203,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR01204,False,normal,,rule_based
USR01205,False,normal,,rule_based
USR01206,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR01207,False,normal,,rule_based
USR01208,False,normal,,rule_based
USR01209,False,normal,,rule_based
USR01210,False,normal,,rule_based
USR01211,False,normal,,rule_based
USR01212,False,normal,,rule_based
USR01213,False,normal,,rule_based
USR01214,False,normal,,rule_based
USR01215,False,normal,,rule_based
USR01216,False,normal,,rule_based
USR01217,True,shared_payment_abuse,Multiple accounts linked to the same default payment token,rule_based
USR01218,False,normal,,rule_based
USR01219,False,normal,,rule_based
USR01220,False,normal,,rule_based
USR01221,False,normal,,rule_based
USR01222,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR01223,False,normal,,rule_based
USR01224,False,normal,,rule_based
USR01225,True,shared_address_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01226,False,normal,,rule_based
USR01227,False,normal,,rule_based
USR01228,False,normal,,rule_based
USR01229,False,normal,,rule_based
USR01230,False,normal,,rule_based
USR01231,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR01232,False,normal,,rule_based
USR01233,False,normal,,rule_based
USR01234,True,shared_payment_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01235,False,normal,,rule_based
USR01236,False,normal,,rule_based
USR01237,False,normal,,rule_based
USR01238,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR01239,False,normal,,rule_based
USR01240,False,normal,,rule_based
USR01241,True,shared_device_abuse,Multiple accounts registered and logging in from the same device fingerprint,rule_based
USR01242,False,normal,,rule_based
USR01243,False,normal,,rule_based
USR01244,True,shared_payment_abuse,Multiple accounts linked to the same default payment token,rule_based
USR01245,False,normal,,rule_based
USR01246,False,normal,,rule_based
USR01247,False,normal,,rule_based
USR01248,False,normal,,rule_based
USR01249,False,normal,,rule_based
USR01250,False,normal,,rule_based
USR01251,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR01252,False,normal,,rule_based
USR01253,False,normal,,rule_based
USR01254,False,normal,,rule_based
USR01255,False,normal,,rule_based
USR01256,False,normal,,rule_based
USR01257,False,normal,,rule_based
USR01258,False,normal,,rule_based
USR01259,True,shared_address_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01260,False,normal,,rule_based
USR01261,False,normal,,rule_based
USR01262,False,normal,,rule_based
USR01263,False,normal,,rule_based
USR01264,False,normal,,rule_based
USR01265,False,normal,,rule_based
USR01266,False,normal,,rule_based
USR01267,False,normal,,rule_based
USR01268,False,normal,,rule_based
USR01269,False,normal,,rule_based
USR01270,False,normal,,rule_based
USR01271,False,normal,,rule_based
USR01272,False,normal,,rule_based
USR01273,False,normal,,rule_based
USR01274,False,normal,,rule_based
USR01275,False,normal,,rule_based
USR01276,False,normal,,rule_based
USR01277,False,normal,,rule_based
USR01278,False,normal,,rule_based
USR01279,False,normal,,rule_based
USR01280,True,shared_payment_abuse,Multiple accounts linked to the same default payment token,rule_based
USR01281,False,normal,,rule_based
USR01282,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR01283,False,normal,,rule_based
USR01284,False,normal,,rule_based
USR01285,False,normal,,rule_based
USR01286,False,normal,,rule_based
USR01287,False,normal,,rule_based
USR01288,True,voucher_farming,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01289,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR01290,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR01291,False,normal,,rule_based
USR01292,False,normal,,rule_based
USR01293,False,normal,,rule_based
USR01294,False,normal,,rule_based
USR01295,False,normal,,rule_based
USR01296,False,normal,,rule_based
USR01297,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR01298,True,voucher_farming,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01299,False,normal,,rule_based
USR01300,False,normal,,rule_based
USR01301,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR01302,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR01303,False,normal,,rule_based
USR01304,False,normal,,rule_based
USR01305,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR01306,False,normal,,rule_based
USR01307,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR01308,True,shared_payment_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01309,False,normal,,rule_based
USR01310,False,normal,,rule_based
USR01311,False,normal,,rule_based
USR01312,False,normal,,rule_based
USR01313,False,normal,,rule_based
USR01314,False,normal,,rule_based
USR01315,True,shared_payment_abuse,Multiple accounts linked to the same default payment token,rule_based
USR01316,False,normal,,rule_based
USR01317,True,shared_address_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01318,False,normal,,rule_based
USR01319,False,normal,,rule_based
USR01320,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR01321,False,normal,,rule_based
USR01322,False,normal,,rule_based
USR01323,True,shared_device_abuse,Multiple accounts registered and logging in from the same device fingerprint,rule_based
USR01324,False,normal,,rule_based
USR01325,False,normal,,rule_based
USR01326,False,normal,,rule_based
USR01327,False,normal,,rule_based
USR01328,False,normal,,rule_based
USR01329,False,normal,,rule_based
USR01330,True,shared_device_abuse,Multiple accounts registered and logging in from the same device fingerprint,rule_based
USR01331,True,shared_address_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01332,False,normal,,rule_based
USR01333,False,normal,,rule_based
USR01334,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR01335,False,normal,,rule_based
USR01336,False,normal,,rule_based
USR01337,True,shared_payment_abuse,Multiple accounts linked to the same default payment token,rule_based
USR01338,False,normal,,rule_based
USR01339,False,normal,,rule_based
USR01340,False,normal,,rule_based
USR01341,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR01342,False,normal,,rule_based
USR01343,False,normal,,rule_based
USR01344,False,normal,,rule_based
USR01345,False,normal,,rule_based
USR01346,False,normal,,rule_based
USR01347,False,normal,,rule_based
USR01348,False,normal,,rule_based
USR01349,False,normal,,rule_based
USR01350,False,normal,,rule_based
USR01351,False,normal,,rule_based
USR01352,False,normal,,rule_based
USR01353,False,normal,,rule_based
USR01354,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR01355,True,shared_payment_abuse,Multiple accounts linked to the same default payment token,rule_based
USR01356,True,shared_payment_abuse,Multiple accounts linked to the same default payment token,rule_based
USR01357,False,normal,,rule_based
USR01358,False,normal,,rule_based
USR01359,True,shared_device_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01360,False,normal,,rule_based
USR01361,False,normal,,rule_based
USR01362,True,shared_device_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01363,False,normal,,rule_based
USR01364,False,normal,,rule_based
USR01365,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR01366,False,normal,,rule_based
USR01367,False,normal,,rule_based
USR01368,False,normal,,rule_based
USR01369,False,normal,,rule_based
USR01370,False,normal,,rule_based
USR01371,False,normal,,rule_based
USR01372,False,normal,,rule_based
USR01373,False,normal,,rule_based
USR01374,False,normal,,rule_based
USR01375,False,normal,,rule_based
USR01376,True,shared_device_abuse,Multiple accounts registered and logging in from the same device fingerprint,rule_based
USR01377,False,normal,,rule_based
USR01378,False,normal,,rule_based
USR01379,False,normal,,rule_based
USR01380,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR01381,False,normal,,rule_based
USR01382,True,shared_payment_abuse,Multiple accounts linked to the same default payment token,rule_based
USR01383,False,normal,,rule_based
USR01384,True,shared_device_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01385,True,voucher_farming,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01386,False,normal,,rule_based
USR01387,False,normal,,rule_based
USR01388,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR01389,False,normal,,rule_based
USR01390,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR01391,False,normal,,rule_based
USR01392,False,normal,,rule_based
USR01393,False,normal,,rule_based
USR01394,False,normal,,rule_based
USR01395,False,normal,,rule_based
USR01396,False,normal,,rule_based
USR01397,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR01398,False,normal,,rule_based
USR01399,False,normal,,rule_based
USR01400,False,normal,,rule_based
USR01401,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR01402,True,referral_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01403,False,normal,,rule_based
USR01404,False,normal,,rule_based
USR01405,False,normal,,rule_based
USR01406,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR01407,False,normal,,rule_based
USR01408,False,normal,,rule_based
USR01409,False,normal,,rule_based
USR01410,True,shared_payment_abuse,Multiple accounts linked to the same default payment token,rule_based
USR01411,False,normal,,rule_based
USR01412,False,normal,,rule_based
USR01413,False,normal,,rule_based
USR01414,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR01415,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR01416,False,normal,,rule_based
USR01417,False,normal,,rule_based
USR01418,False,normal,,rule_based
USR01419,True,shared_device_abuse,Multiple accounts registered and logging in from the same device fingerprint,rule_based
USR01420,False,normal,,rule_based
USR01421,False,normal,,rule_based
USR01422,False,normal,,rule_based
USR01423,False,normal,,rule_based
USR01424,True,shared_device_abuse,Multiple accounts registered and logging in from the same device fingerprint,rule_based
USR01425,True,shared_payment_abuse,Multiple accounts linked to the same default payment token,rule_based
USR01426,False,normal,,rule_based
USR01427,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR01428,True,referral_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01429,True,shared_device_abuse,Multiple accounts registered and logging in from the same device fingerprint,rule_based
USR01430,False,normal,,rule_based
USR01431,False,normal,,rule_based
USR01432,False,normal,,rule_based
USR01433,False,normal,,rule_based
USR01434,False,normal,,rule_based
USR01435,False,normal,,rule_based
USR01436,False,normal,,rule_based
USR01437,False,normal,,rule_based
USR01438,False,normal,,rule_based
USR01439,False,normal,,rule_based
USR01440,False,normal,,rule_based
USR01441,False,normal,,rule_based
USR01442,False,normal,,rule_based
USR01443,False,normal,,rule_based
USR01444,False,normal,,rule_based
USR01445,False,normal,,rule_based
USR01446,False,normal,,rule_based
USR01447,False,normal,,rule_based
USR01448,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR01449,False,normal,,rule_based
USR01450,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR01451,False,normal,,rule_based
USR01452,True,shared_device_abuse,Multiple accounts registered and logging in from the same device fingerprint,rule_based
USR01453,False,normal,,rule_based
USR01454,False,normal,,rule_based
USR01455,True,shared_address_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01456,False,normal,,rule_based
USR01457,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR01458,False,normal,,rule_based
USR01459,False,normal,,rule_based
USR01460,True,shared_device_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01461,False,normal,,rule_based
USR01462,False,normal,,rule_based
USR01463,False,normal,,rule_based
USR01464,False,normal,,rule_based
USR01465,False,normal,,rule_based
USR01466,False,normal,,rule_based
USR01467,False,normal,,rule_based
USR01468,False,normal,,rule_based
USR01469,False,normal,,rule_based
USR01470,False,normal,,rule_based
USR01471,False,normal,,rule_based
USR01472,True,shared_payment_abuse,Multiple accounts linked to the same default payment token,rule_based
USR01473,False,normal,,rule_based
USR01474,False,normal,,rule_based
USR01475,False,normal,,rule_based
USR01476,False,normal,,rule_based
USR01477,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR01478,False,normal,,rule_based
USR01479,False,normal,,rule_based
USR01480,False,normal,,rule_based
USR01481,False,normal,,rule_based
USR01482,False,normal,,rule_based
USR01483,True,shared_device_abuse,Multiple accounts registered and logging in from the same device fingerprint,rule_based
USR01484,False,normal,,rule_based
USR01485,True,shared_address_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01486,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR01487,False,normal,,rule_based
USR01488,False,normal,,rule_based
USR01489,True,shared_payment_abuse,Multiple accounts linked to the same default payment token,rule_based
USR01490,False,normal,,rule_based
USR01491,False,normal,,rule_based
USR01492,True,shared_address_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01493,False,normal,,rule_based
USR01494,False,normal,,rule_based
USR01495,False,normal,,rule_based
USR01496,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR01497,True,shared_payment_abuse,Multiple accounts linked to the same default payment token,rule_based
USR01498,True,shared_device_abuse,Multiple accounts registered and logging in from the same device fingerprint,rule_based
USR01499,True,shared_address_abuse,Multiple accounts sharing the same physical delivery address,rule_based
USR01500,False,normal,,rule_based
USR01501,False,normal,,rule_based
USR01502,False,normal,,rule_based
USR01503,False,normal,,rule_based
USR01504,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR01505,True,voucher_farming,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01506,False,normal,,rule_based
USR01507,False,normal,,rule_based
USR01508,False,normal,,rule_based
USR01509,False,normal,,rule_based
USR01510,False,normal,,rule_based
USR01511,False,normal,,rule_based
USR01512,False,normal,,rule_based
USR01513,True,shared_payment_abuse,Multiple accounts linked to the same default payment token,rule_based
USR01514,False,normal,,rule_based
USR01515,False,normal,,rule_based
USR01516,False,normal,,rule_based
USR01517,False,normal,,rule_based
USR01518,False,normal,,rule_based
USR01519,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR01520,False,normal,,rule_based
USR01521,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR01522,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR01523,False,normal,,rule_based
USR01524,False,normal,,rule_based
USR01525,False,normal,,rule_based
USR01526,False,normal,,rule_based
USR01527,False,normal,,rule_based
USR01528,False,normal,,rule_based
USR01529,False,normal,,rule_based
USR01530,False,normal,,rule_based
USR01531,True,voucher_farming,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01532,False,normal,,rule_based
USR01533,False,normal,,rule_based
USR01534,False,normal,,rule_based
USR01535,False,normal,,rule_based
USR01536,False,normal,,rule_based
USR01537,True,referral_abuse,Part of a circular referral ring sharing IP addresses and device fingerprints,rule_based
USR01538,True,voucher_farming,Account registered solely to exploit new user discount and has zero subsequent logins,rule_based
USR01539,False,normal,,rule_based
USR01540,False,normal,,rule_based
USR01541,False,normal,,rule_based
USR01542,False,normal,,rule_based
USR01543,False,normal,,rule_based
USR01544,False,normal,,rule_based
USR01545,False,normal,,rule_based
USR01546,False,normal,,rule_based
USR01547,False,normal,,rule_based
USR01548,False,normal,,rule_based
USR01549,False,normal,,rule_based
USR01550,False,normal,,rule_based
USR01551,True,referral_abuse,Looks like a regular user; transaction and setup behaviors overlap with normal profiles,rule_based
USR01552,False,normal,,rule_based
USR01553,False,normal,,rule_based
USR01554,True,shared_device_abuse,Multiple accounts registered and logging in from the same device fingerprint,rule_based
USR01555,False,normal,,rule_based
