uid,email_len,email_num_ratio,email_rand,disp_email,phone_score,full_name_len,is_email_verified,is_phone_verified,age_years,registration_hour,registration_channel,city,province,fraud,ftype
USR00883,26,0.45454545454545453,3.277613436819116,1,0.1909090909090909,12,0,0,27.863107460643395,11,phone,Jakarta,DKI Jakarta,1,disposable_email
USR01513,18,0.0,3.0,0,0.3090909090909091,25,1,1,59.3429158110883,7,google,Denpasar,Bali,0,normal
USR05996,25,0.0,2.719294525666979,0,0.3181818181818182,14,1,1,49.96303901437371,23,facebook,Makassar,Sulawesi Selatan,0,normal
USR08915,19,0.2222222222222222,2.94770277922009,0,0.43636363636363634,13,1,1,51.10198494182067,16,email,Surabaya,Jawa Timur,1,suspicious_phone_pattern
USR06090,26,0.0,2.7534343861887853,0,0.21818181818181817,21,1,1,58.66392881587954,20,email,Medan,Sumatera Utara,0,normal
USR02162,21,0.2222222222222222,2.94770277922009,0,0.2818181818181818,17,1,1,18.5160848733744,13,google,Medan,Sumatera Utara,0,normal
USR01417,23,0.45454545454545453,3.277613436819116,1,0.2818181818181818,12,1,0,39.66872005475702,4,phone,Jakarta,DKI Jakarta,1,disposable_email
USR02999,27,0.4166666666666667,3.4182958340544896,1,0.37,13,0,0,20.618754277891856,14,google,Makassar,Sulawesi Selatan,1,disposable_email
USR02391,26,0.0,3.1556390622295662,0,0.2818181818181818,25,1,1,60.271047227926076,20,phone,Makassar,Sulawesi Selatan,0,normal
USR08570,20,0.0,2.5219280948873624,0,0.2818181818181818,21,1,1,19.42778918548939,10,phone,Bandung,Jawa Barat,0,normal
USR07818,23,0.0,2.353533948577482,0,0.1909090909090909,26,1,1,49.9958932238193,22,phone,Surabaya,Jawa Timur,0,normal
USR06129,27,0.0,2.866247897312731,0,0.46363636363636357,25,1,1,45.210130047912386,3,email,Bandung,Jawa Barat,1,suspicious_phone_pattern
USR05179,25,0.0,3.2402239289418517,0,0.34545454545454546,22,1,1,21.973990417522245,1,google,Denpasar,Bali,0,normal
USR05509,21,0.0,3.0957952550009344,0,0.42727272727272725,12,1,1,53.24572210814511,19,phone,Denpasar,Bali,1,suspicious_phone_pattern
USR05760,22,0.2,2.8464393446710154,0,0.49090909090909085,13,1,1,46.69404517453799,19,email,Medan,Sumatera Utara,1,suspicious_phone_pattern
USR09337,20,0.0,2.5,0,0.46363636363636357,25,1,1,22.015058179329227,0,phone,Jakarta,DKI Jakarta,1,suspicious_phone_pattern
USR01753,26,0.45454545454545453,3.095795255000934,1,0.2545454545454545,12,1,0,22.299794661190965,7,google,Makassar,Sulawesi Selatan,1,disposable_email
USR01886,24,0.5555555555555556,3.169925001442312,1,0.21818181818181817,10,1,1,40.766598220396986,7,google,Medan,Sumatera Utara,1,disposable_email
USR04482,22,0.5555555555555556,2.94770277922009,1,0.1545454545454545,10,1,1,52.446269678302535,3,google,Surabaya,Jawa Timur,1,disposable_email
USR03772,22,0.5,3.121928094887362,1,0.21818181818181817,11,1,1,30.740588637919235,21,email,Surabaya,Jawa Timur,1,disposable_email
USR08347,24,0.4166666666666667,3.084962500721156,1,0.2818181818181818,13,0,1,60.20260095824778,6,phone,Yogyakarta,DI Yogyakarta,1,disposable_email
USR02181,24,0.0,2.8073549220576046,0,0.21000000000000002,17,1,1,33.412731006160165,23,phone,Jakarta,DKI Jakarta,0,normal
USR03160,24,0.45454545454545453,3.277613436819116,1,0.3363636363636363,12,0,1,30.532511978097194,20,google,Makassar,Sulawesi Selatan,1,disposable_email
USR04943,25,0.5,3.121928094887362,1,0.2545454545454545,11,0,0,22.420260095824776,16,google,Denpasar,Bali,1,disposable_email
USR02817,25,0.0,3.106890595608519,0,0.2818181818181818,9,1,1,46.98425735797399,10,google,Surabaya,Jawa Timur,0,normal
USR04037,25,0.0,3.0269868333592873,0,0.43636363636363634,26,1,1,20.591375770020534,4,phone,Surabaya,Jawa Timur,1,suspicious_phone_pattern
USR02578,25,0.5,3.1219280948873624,1,0.1545454545454545,11,1,1,46.17659137577002,18,email,Semarang,Jawa Tengah,1,disposable_email
USR03938,21,0.5555555555555556,2.9477027792200903,1,0.2545454545454545,10,0,0,47.31553730321698,16,email,Semarang,Jawa Tengah,1,disposable_email
USR07647,20,0.2,3.121928094887362,0,0.34545454545454546,16,1,1,23.017111567419576,10,phone,Bandung,Jawa Barat,0,normal
USR01970,25,0.3333333333333333,3.2516291673878226,1,0.39999999999999997,13,1,1,37.256673511293634,0,phone,Jakarta,DKI Jakarta,1,disposable_email
USR01415,22,0.0,2.6464393446710153,0,0.2545454545454545,29,1,1,32.6652977412731,6,google,Semarang,Jawa Tengah,0,normal
USR02210,21,0.5555555555555556,2.9477027792200903,1,0.2545454545454545,10,0,1,59.49623545516769,15,facebook,Makassar,Sulawesi Selatan,1,disposable_email
USR07094,26,0.0,3.3248629576173574,0,0.37272727272727274,14,1,1,17.349760438056126,11,phone,Semarang,Jawa Tengah,0,normal
USR09805,20,0.0,2.446439344671015,0,0.5545454545454546,14,1,1,57.02669404517454,2,phone,Bandung,Jawa Barat,1,suspicious_phone_pattern
USR06710,20,0.25,2.75,0,0.2545454545454545,20,1,1,27.43600273785079,11,phone,Bandung,Jawa Barat,0,normal
USR07165,18,0.25,2.5,0,0.34545454545454546,14,1,1,39.53182751540041,20,phone,Yogyakarta,DI Yogyakarta,0,normal
USR09500,26,0.0,3.125,0,0.43636363636363634,20,1,1,43.95345653661875,13,phone,Makassar,Sulawesi Selatan,1,suspicious_phone_pattern
USR05212,20,0.0,2.4056390622295662,0,0.43999999999999995,14,1,1,24.17248459958932,16,google,Bandung,Jawa Barat,1,suspicious_phone_pattern
USR08185,22,0.0,2.8553885422075336,0,0.12727272727272723,27,1,1,27.10198494182067,3,google,Denpasar,Bali,0,normal
USR02755,19,0.0,2.2359263506290326,0,0.40909090909090906,18,1,1,44.24914442162902,11,google,Makassar,Sulawesi Selatan,0,normal
USR01868,22,0.0,3.0220552088742,0,0.2818181818181818,13,1,1,33.65092402464066,6,google,Semarang,Jawa Tengah,0,normal
USR06864,22,0.0,3.188721875540867,0,0.46363636363636357,15,1,1,26.757015742642025,18,email,Medan,Sumatera Utara,1,suspicious_phone_pattern
USR08225,23,0.18181818181818182,2.5503407095463886,0,0.43636363636363634,12,1,1,31.509924709103355,21,google,Makassar,Sulawesi Selatan,1,suspicious_phone_pattern
USR05964,23,0.5,3.321928094887362,1,0.2818181818181818,11,1,1,29.05133470225873,6,google,Yogyakarta,DI Yogyakarta,1,disposable_email
USR03441,19,0.5555555555555556,2.725480556997868,0,0.37272727272727274,10,0,0,37.12251882272416,22,phone,Medan,Sumatera Utara,0,normal
USR02331,18,0.0,2.4056390622295662,0,0.46363636363636357,12,1,1,26.836413415468858,16,phone,Medan,Sumatera Utara,1,suspicious_phone_pattern
USR05408,24,0.45454545454545453,3.027169118440619,1,0.1909090909090909,12,0,1,47.29363449691992,20,google,Denpasar,Bali,1,disposable_email
USR07279,25,0.4166666666666667,3.188721875540867,1,0.37272727272727274,13,1,0,37.94387405886379,3,google,Denpasar,Bali,1,disposable_email
USR05459,24,0.0,3.182005814760214,0,0.43636363636363634,14,1,1,31.11567419575633,20,google,Medan,Sumatera Utara,1,suspicious_phone_pattern
USR01004,25,0.0,3.0850551027564768,0,0.12727272727272723,13,1,1,33.20739219712526,1,google,Medan,Sumatera Utara,0,normal
USR07153,25,0.0,2.789898095464287,0,0.12727272727272723,11,1,1,32.56125941136208,13,email,Medan,Sumatera Utara,0,normal
USR02550,22,0.0,3.0220552088742005,0,0.2545454545454545,14,1,1,44.36413415468857,23,google,Surabaya,Jawa Timur,0,normal
USR05558,23,0.5,3.121928094887362,1,0.2818181818181818,11,1,1,17.010266940451746,9,phone,Yogyakarta,DI Yogyakarta,1,disposable_email
USR05071,24,0.0,2.835237745312118,0,0.3181818181818182,16,1,1,35.08829568788501,5,google,Surabaya,Jawa Timur,0,normal
USR08320,20,0.2,3.121928094887362,0,0.21818181818181817,27,1,1,51.57563312799452,2,phone,Surabaya,Jawa Timur,0,normal
USR05476,21,0.0,2.6416041678685933,0,0.34545454545454546,22,1,1,56.93360711841205,11,phone,Yogyakarta,DI Yogyakarta,0,normal
USR03714,28,0.0,3.086048612313038,0,0.2818181818181818,13,1,1,56.3586584531143,10,facebook,Denpasar,Bali,0,normal
USR06276,26,0.0,3.024397470347699,0,0.34545454545454546,14,1,1,28.01368925393566,20,phone,Denpasar,Bali,0,normal
USR03992,18,0.0,2.75,0,0.43636363636363634,25,1,1,54.888432580424364,7,google,Denpasar,Bali,1,suspicious_phone_pattern
USR03993,27,0.0,3.189898095464287,0,0.1909090909090909,19,1,1,45.711156741957566,2,email,Denpasar,Bali,0,normal
USR08568,23,0.625,2.75,1,0.2727272727272727,9,1,1,32.29568788501027,20,google,Jakarta,DKI Jakarta,1,disposable_email
USR07731,16,0.3333333333333333,2.584962500721156,0,0.2545454545454545,15,1,1,33.98494182067078,2,phone,Bandung,Jawa Barat,0,normal
USR01410,25,0.0,2.923231428797621,0,0.40909090909090906,23,1,1,17.982203969883642,11,phone,Surabaya,Jawa Timur,0,normal
USR07987,23,0.0,2.873140679513133,0,0.4727272727272727,15,1,1,45.492128678986994,21,phone,Medan,Sumatera Utara,1,suspicious_phone_pattern
USR05976,21,0.625,2.75,1,0.39999999999999997,9,1,0,27.422313483915126,2,google,Bandung,Jawa Barat,1,disposable_email
USR05689,24,0.45454545454545453,3.095795255000934,1,0.34545454545454546,12,1,0,40.29295003422313,14,facebook,Bandung,Jawa Barat,1,disposable_email
USR06967,24,0.0,3.2359263506290334,0,0.21818181818181817,22,1,1,52.75290896646133,20,phone,Bandung,Jawa Barat,0,normal
USR03032,18,0.0,2.75,0,0.2818181818181818,15,1,1,38.26967830253251,13,facebook,Yogyakarta,DI Yogyakarta,0,normal
USR03756,19,0.2222222222222222,3.169925001442312,0,0.1909090909090909,14,1,1,35.57563312799452,6,google,Denpasar,Bali,0,normal
USR05330,25,0.4166666666666667,3.0220552088742,1,0.37272727272727274,13,0,0,42.66392881587954,4,google,Yogyakarta,DI Yogyakarta,1,disposable_email
USR03512,21,0.0,2.5503407095463886,0,0.21818181818181817,11,1,1,22.299794661190965,3,google,Bandung,Jawa Barat,0,normal
USR06866,22,0.5555555555555556,2.94770277922009,1,0.30999999999999994,10,0,0,22.951403148528406,2,email,Semarang,Jawa Tengah,1,disposable_email
USR07645,26,0.0,2.9780948881692613,0,0.42727272727272725,19,1,1,16.870636550308006,0,phone,Makassar,Sulawesi Selatan,1,suspicious_phone_pattern
USR06027,22,0.0,3.121928094887362,0,0.2545454545454545,15,1,1,28.2217659137577,23,google,Medan,Sumatera Utara,0,normal
USR05061,26,0.45454545454545453,3.095795255000934,1,0.3363636363636363,12,0,1,33.59890485968515,4,phone,Denpasar,Bali,1,disposable_email
USR00678,22,0.2,3.321928094887362,0,0.21818181818181817,20,1,1,41.02943189596167,13,google,Semarang,Jawa Tengah,0,normal
USR00893,21,0.0,2.725480556997868,0,0.3090909090909091,17,1,1,52.714579055441476,23,google,Semarang,Jawa Tengah,0,normal
USR08306,23,0.45454545454545453,2.9139770731827523,1,0.40909090909090906,12,1,0,23.066392881587955,18,google,Medan,Sumatera Utara,1,disposable_email
USR06254,23,0.5,3.1219280948873624,1,0.3181818181818182,11,0,1,29.21286789869952,6,google,Makassar,Sulawesi Selatan,1,disposable_email
USR05995,25,0.0,3.0565647621309537,0,0.2818181818181818,13,1,1,22.915811088295687,1,google,Denpasar,Bali,0,normal
USR00080,24,0.45454545454545453,3.095795255000934,1,0.21818181818181817,12,0,0,40.41067761806981,13,google,Yogyakarta,DI Yogyakarta,1,disposable_email
USR05442,23,0.0,2.7192945256669794,0,0.34545454545454546,14,1,1,47.233401779603014,15,email,Medan,Sumatera Utara,0,normal
USR01727,24,0.4166666666666667,3.2516291673878226,1,0.2818181818181818,13,1,0,54.11362080766598,3,facebook,Denpasar,Bali,1,disposable_email
USR07368,25,0.0,2.7329145639793984,0,0.34545454545454546,12,1,1,20.720054757015742,21,phone,Makassar,Sulawesi Selatan,0,normal
USR06413,24,0.35714285714285715,2.950212064914747,0,0.34545454545454546,15,0,1,41.13620807665982,11,phone,Yogyakarta,DI Yogyakarta,0,normal
USR01281,21,0.4444444444444444,3.169925001442312,1,0.3181818181818182,10,1,0,58.68583162217659,7,google,Surabaya,Jawa Timur,1,disposable_email
USR01540,19,0.2857142857142857,2.2359263506290326,0,0.41,25,1,1,42.39561943874059,6,email,Semarang,Jawa Tengah,0,normal
USR04776,20,0.5,2.75,1,0.2818181818181818,9,1,0,54.940451745379875,15,facebook,Bandung,Jawa Barat,1,disposable_email
USR03340,26,0.45454545454545453,2.913977073182752,1,0.3090909090909091,12,0,1,33.78781656399726,22,google,Yogyakarta,DI Yogyakarta,1,disposable_email
USR09962,22,0.0,3.084962500721156,0,0.12727272727272723,19,1,1,48.10403832991102,9,phone,Yogyakarta,DI Yogyakarta,0,normal
USR02007,17,0.0,2.2359263506290326,0,0.43636363636363634,25,1,1,53.89185489390828,0,email,Bandung,Jawa Barat,1,suspicious_phone_pattern
USR04411,25,0.5,2.8464393446710154,1,0.40909090909090906,11,0,0,30.926762491444215,1,phone,Medan,Sumatera Utara,1,disposable_email
USR06639,22,0.5,2.9219280948873623,1,0.2545454545454545,11,0,0,44.11225188227242,5,google,Surabaya,Jawa Timur,1,disposable_email
USR09947,23,0.0,3.180832987205441,0,0.2545454545454545,27,1,1,53.14442162902122,23,facebook,Medan,Sumatera Utara,0,normal
USR00671,25,0.5,3.321928094887362,1,0.33999999999999997,11,1,1,21.1854893908282,10,email,Makassar,Sulawesi Selatan,1,disposable_email
USR07984,23,0.0,2.353533948577482,0,0.34545454545454546,16,1,1,20.605065023956193,4,facebook,Semarang,Jawa Tengah,0,normal
USR04220,20,0.2,3.121928094887362,0,0.2818181818181818,12,1,1,43.04996577686516,23,google,Makassar,Sulawesi Selatan,0,normal
USR00449,24,0.0,3.039148671903071,0,0.2545454545454545,16,1,1,28.28747433264887,0,google,Bandung,Jawa Barat,0,normal
USR08714,19,0.0,2.94770277922009,0,0.3090909090909091,16,1,1,49.4757015742642,15,email,Denpasar,Bali,0,normal
USR00898,17,0.2857142857142857,2.5216406363433186,0,0.2818181818181818,13,1,1,41.637234770705,9,phone,Semarang,Jawa Tengah,0,normal
USR07355,29,0.0,3.1018812234760182,0,0.43999999999999995,19,1,1,18.431211498973305,15,email,Makassar,Sulawesi Selatan,1,suspicious_phone_pattern
USR08135,25,0.0,3.189898095464287,0,0.3636363636363636,19,1,1,33.152635181382614,21,email,Denpasar,Bali,0,normal
USR04693,21,0.5555555555555556,2.94770277922009,1,0.2818181818181818,10,1,0,28.213552361396303,13,email,Yogyakarta,DI Yogyakarta,1,disposable_email
USR07462,17,0.2857142857142857,2.807354922057604,0,0.3181818181818182,21,1,1,16.76933607118412,17,email,Jakarta,DKI Jakarta,0,normal
USR02432,21,0.625,2.75,1,0.40909090909090906,9,0,1,20.55852156057495,15,google,Denpasar,Bali,1,disposable_email
USR09476,22,0.5,3.321928094887362,1,0.3090909090909091,11,0,0,36.511978097193705,4,google,Jakarta,DKI Jakarta,1,disposable_email
USR03086,19,0.0,1.8423709931771088,0,0.1909090909090909,18,1,1,26.809034907597535,6,phone,Denpasar,Bali,0,normal
USR02317,17,0.0,2.521640636343318,0,0.34545454545454546,25,1,1,55.03353867214237,14,phone,Surabaya,Jawa Timur,0,normal
USR04965,20,0.0,2.6464393446710157,0,0.46363636363636357,14,1,1,48.27926078028747,12,google,Surabaya,Jawa Timur,1,suspicious_phone_pattern
USR04759,20,0.0,2.4056390622295662,0,0.2545454545454545,26,1,1,27.972621492128678,2,google,Denpasar,Bali,0,normal
USR07561,27,0.0,3.006238928653389,0,0.46363636363636357,12,1,1,26.143737166324435,6,phone,Yogyakarta,DI Yogyakarta,1,suspicious_phone_pattern
USR04133,26,0.45454545454545453,2.8453509366224368,1,0.21818181818181817,12,1,0,23.8466803559206,23,phone,Makassar,Sulawesi Selatan,1,disposable_email
USR02301,25,0.4,2.7219280948873625,1,0.24000000000000002,11,0,0,45.34428473648186,4,phone,Medan,Sumatera Utara,1,disposable_email
USR09516,17,0.0,2.807354922057604,0,0.4727272727272727,16,1,1,51.860369609856264,6,google,Makassar,Sulawesi Selatan,1,suspicious_phone_pattern
USR07306,20,0.5,2.7219280948873625,0,0.21818181818181817,11,0,1,46.12457221081451,22,phone,Semarang,Jawa Tengah,0,normal
USR00068,17,0.2857142857142857,2.807354922057604,0,0.39999999999999997,20,1,1,57.42368240930869,15,email,Makassar,Sulawesi Selatan,0,normal
USR04582,24,0.0,2.950212064914747,0,0.2818181818181818,19,1,1,25.793292265571527,5,phone,Yogyakarta,DI Yogyakarta,0,normal
USR06774,22,0.5555555555555556,2.9477027792200903,1,0.43636363636363634,10,0,1,16.908966461327857,5,email,Makassar,Sulawesi Selatan,1,disposable_email
USR05534,19,0.0,2.5216406363433186,0,0.21818181818181817,15,1,1,56.64065708418891,22,email,Bandung,Jawa Barat,0,normal
USR06519,27,0.4166666666666667,3.418295834054489,1,0.46363636363636357,13,1,0,29.07049965776865,12,facebook,Makassar,Sulawesi Selatan,1,disposable_email
USR00705,21,0.625,3.0,1,0.37272727272727274,9,1,1,60.271047227926076,21,google,Jakarta,DKI Jakarta,1,disposable_email
USR09087,30,0.0,3.3082708345352603,0,0.2545454545454545,13,1,1,25.93839835728953,6,google,Denpasar,Bali,0,normal
USR03106,23,0.0,3.0269868333592873,0,0.21818181818181817,27,1,1,33.831622176591374,20,google,Semarang,Jawa Tengah,0,normal
USR04338,26,0.0,3.25,0,0.43636363636363634,17,1,1,46.57084188911704,4,email,Medan,Sumatera Utara,1,suspicious_phone_pattern
USR09254,24,0.5555555555555556,2.9477027792200903,1,0.21818181818181817,10,0,1,30.34360027378508,18,phone,Makassar,Sulawesi Selatan,1,disposable_email
USR03467,22,0.5555555555555556,2.94770277922009,1,0.3090909090909091,10,0,0,54.965092402464066,13,google,Makassar,Sulawesi Selatan,1,disposable_email
USR01678,28,0.0,2.927451224964519,0,0.34545454545454546,17,1,1,38.92128678986995,23,email,Yogyakarta,DI Yogyakarta,0,normal
USR02075,22,0.0,3.321928094887362,0,0.2818181818181818,23,1,1,38.80082135523614,8,email,Medan,Sumatera Utara,0,normal
USR03287,19,0.2857142857142857,2.807354922057604,0,0.43636363636363634,15,1,1,57.65366187542779,3,google,Bandung,Jawa Barat,1,suspicious_phone_pattern
USR00823,24,0.0,3.084962500721156,0,0.2818181818181818,23,1,1,35.285420944558524,8,google,Denpasar,Bali,0,normal
USR08444,17,0.0,2.2359263506290326,0,0.2818181818181818,25,1,1,46.6611909650924,18,facebook,Surabaya,Jawa Timur,0,normal
USR09908,24,0.0,3.521640636343319,0,0.3090909090909091,15,1,1,22.43668720054757,10,google,Yogyakarta,DI Yogyakarta,0,normal
USR08425,18,0.0,2.1556390622295662,0,0.51,13,1,1,54.17385352498289,15,phone,Makassar,Sulawesi Selatan,1,suspicious_phone_pattern
USR03470,25,0.5,2.6464393446710153,1,0.40909090909090906,11,0,1,17.166324435318277,23,email,Surabaya,Jawa Timur,1,disposable_email
USR03069,19,0.5555555555555556,2.5032583347756456,0,0.2818181818181818,10,0,0,43.02532511978097,9,phone,Yogyakarta,DI Yogyakarta,0,normal
USR07742,24,0.0,3.039148671903071,0,0.2818181818181818,13,1,1,48.610540725530456,21,google,Bandung,Jawa Barat,0,normal
USR01185,19,0.0,2.94770277922009,0,0.27999999999999997,15,1,1,19.55920602327173,12,google,Bandung,Jawa Barat,0,normal
USR06743,25,0.0,3.180832987205441,0,0.2818181818181818,18,1,1,21.100616016427104,4,google,Jakarta,DKI Jakarta,0,normal
USR06627,19,0.0,2.94770277922009,0,0.1909090909090909,13,1,1,56.92813141683778,1,facebook,Bandung,Jawa Barat,0,normal
USR06616,25,0.5,3.1219280948873624,1,0.3090909090909091,11,0,1,44.84052019164955,1,google,Bandung,Jawa Barat,1,disposable_email
USR07709,27,0.0,3.1692486956952335,0,0.2545454545454545,27,1,1,50.340862422997944,0,google,Denpasar,Bali,0,normal
USR00582,25,0.0,3.2729055953200556,0,0.2545454545454545,13,1,1,24.659822039698838,21,email,Semarang,Jawa Tengah,0,normal
USR00058,25,0.0,3.0269868333592873,0,0.2818181818181818,14,1,1,25.9958932238193,4,email,Bandung,Jawa Barat,0,normal
USR03127,16,0.3333333333333333,2.584962500721156,0,0.12727272727272723,20,1,1,47.997262149212865,18,facebook,Semarang,Jawa Tengah,0,normal
USR08658,27,0.4166666666666667,3.2516291673878226,1,0.34545454545454546,13,0,0,25.00205338809035,1,phone,Jakarta,DKI Jakarta,1,disposable_email
USR09135,21,0.5555555555555556,2.94770277922009,1,0.1909090909090909,10,0,0,42.91854893908282,14,google,Medan,Sumatera Utara,1,disposable_email
USR09772,23,0.0,3.334679141051595,0,0.3090909090909091,12,1,1,43.65229295003422,23,phone,Makassar,Sulawesi Selatan,0,normal
USR03312,27,0.0,3.139572261986723,0,0.1909090909090909,11,1,1,28.542094455852155,1,phone,Surabaya,Jawa Timur,0,normal
USR06673,25,0.0,3.238901256602631,0,0.54,14,1,1,45.60438056125941,17,email,Jakarta,DKI Jakarta,1,suspicious_phone_pattern
USR03629,25,0.4166666666666667,3.2516291673878226,1,0.12727272727272723,13,0,0,39.05270362765229,12,phone,Bandung,Jawa Barat,1,disposable_email
USR03134,22,0.0,2.8464393446710154,0,0.2818181818181818,18,1,1,34.47501711156742,22,google,Denpasar,Bali,0,normal
USR04210,19,0.2857142857142857,2.807354922057604,0,0.3181818181818182,21,1,1,19.690622861054074,1,google,Yogyakarta,DI Yogyakarta,0,normal
USR07005,25,0.5,2.9219280948873623,1,0.34545454545454546,11,0,1,56.73921971252567,13,google,Denpasar,Bali,1,disposable_email
USR06654,21,0.0,2.481714572986073,0,0.2818181818181818,14,1,1,54.79808350444901,2,google,Denpasar,Bali,0,normal
USR05848,22,0.0,3.2516291673878226,0,0.3090909090909091,17,1,1,40.889801505817935,21,google,Bandung,Jawa Barat,0,normal
USR02753,16,0.3333333333333333,2.584962500721156,0,0.2545454545454545,13,1,1,51.72073921971253,2,email,Jakarta,DKI Jakarta,0,normal
USR01587,26,0.0,2.8423709931771084,0,0.43636363636363634,15,1,1,37.70841889117043,4,google,Denpasar,Bali,1,suspicious_phone_pattern
USR02823,26,0.35714285714285715,3.378783493486176,1,0.34545454545454546,15,0,1,30.45311430527036,0,google,Bandung,Jawa Barat,1,disposable_email
USR08984,20,0.0,2.6464393446710153,0,0.21818181818181817,17,1,1,25.319644079397673,0,google,Yogyakarta,DI Yogyakarta,0,normal
USR00589,28,0.0,2.6556390622295662,0,0.34545454545454546,15,1,1,49.37166324435318,18,facebook,Jakarta,DKI Jakarta,0,normal
USR04532,23,0.0,2.9312089489103235,0,0.46363636363636357,20,1,1,29.95208761122519,0,email,Bandung,Jawa Barat,1,suspicious_phone_pattern
USR09816,19,0.0,2.5032583347756456,0,0.3181818181818182,20,1,1,33.89733059548254,16,google,Medan,Sumatera Utara,0,normal
USR08782,25,0.0,3.0269868333592873,0,0.46363636363636357,12,1,1,32.88158795345654,14,phone,Jakarta,DKI Jakarta,1,suspicious_phone_pattern
USR06772,23,0.0,2.9312089489103235,0,0.2818181818181818,12,1,1,54.026009582477755,15,phone,Jakarta,DKI Jakarta,0,normal
USR03002,22,0.0,2.6464393446710153,0,0.30999999999999994,17,1,1,23.189596167008897,4,google,Denpasar,Bali,0,normal
USR09602,21,0.0,3.0957952550009344,0,0.2545454545454545,14,1,1,51.162217659137575,13,email,Denpasar,Bali,0,normal
USR04634,19,0.0,2.2359263506290326,0,0.1545454545454545,14,1,1,48.16153319644079,13,google,Makassar,Sulawesi Selatan,0,normal
USR07517,22,0.5,3.321928094887362,1,0.3818181818181818,11,0,1,35.1129363449692,2,facebook,Medan,Sumatera Utara,1,disposable_email
USR07924,25,0.5,3.1219280948873624,1,0.2545454545454545,11,1,1,49.30321697467488,6,phone,Yogyakarta,DI Yogyakarta,1,disposable_email
USR06393,21,0.0,2.913977073182752,0,0.2545454545454545,16,1,1,37.77138945927447,17,google,Denpasar,Bali,0,normal
USR07969,22,0.0,2.721928094887362,0,0.37272727272727274,17,1,1,35.6413415468857,16,email,Bandung,Jawa Barat,0,normal
USR07172,20,0.0,3.121928094887362,0,0.40909090909090906,13,1,1,55.67419575633128,3,google,Yogyakarta,DI Yogyakarta,0,normal
USR03759,17,0.2857142857142857,2.5216406363433186,0,0.39999999999999997,24,1,1,39.20876112251882,7,google,Denpasar,Bali,0,normal
USR00698,26,0.0,3.521640636343319,0,0.49090909090909085,15,1,1,26.598220396988363,16,email,Medan,Sumatera Utara,1,suspicious_phone_pattern
USR02209,17,0.2857142857142857,2.521640636343318,0,0.2818181818181818,15,1,1,49.63997262149213,21,phone,Jakarta,DKI Jakarta,0,normal
USR00578,22,0.5,2.446439344671015,1,0.1909090909090909,11,1,0,55.17316906228611,2,google,Surabaya,Jawa Timur,1,disposable_email
USR08440,28,0.0,3.350209029099897,0,0.46363636363636357,13,1,1,54.32169746748802,4,google,Semarang,Jawa Tengah,1,suspicious_phone_pattern
USR08783,25,0.4166666666666667,3.188721875540867,1,0.2818181818181818,13,1,1,33.13620807665982,5,email,Bandung,Jawa Barat,1,disposable_email
USR02519,18,0.25,2.5,0,0.3090909090909091,13,1,1,38.64750171115674,15,google,Makassar,Sulawesi Selatan,0,normal
USR05349,25,0.4,3.121928094887362,1,0.24000000000000002,11,1,1,30.633812457221083,20,email,Surabaya,Jawa Timur,1,disposable_email
USR06038,19,0.0,2.6416041678685933,0,0.34545454545454546,13,1,1,58.458590006844624,1,google,Makassar,Sulawesi Selatan,0,normal
USR08786,26,0.0,3.378783493486176,0,0.41,11,1,1,35.266255989048595,9,google,Denpasar,Bali,0,normal
USR08931,23,0.45454545454545453,3.095795255000934,1,0.37272727272727274,12,0,1,60.238193018480494,6,google,Yogyakarta,DI Yogyakarta,1,disposable_email
USR03848,25,0.0,3.240223928941852,0,0.42727272727272725,13,1,1,19.159479808350444,1,google,Denpasar,Bali,1,suspicious_phone_pattern
USR09872,19,0.0,2.521640636343318,0,0.2818181818181818,22,1,1,19.928815879534564,4,google,Makassar,Sulawesi Selatan,0,normal
USR01371,23,0.0,3.085055102756477,0,0.43636363636363634,15,1,1,41.76317590691308,10,phone,Yogyakarta,DI Yogyakarta,1,suspicious_phone_pattern
USR03952,21,0.0,3.0957952550009344,0,0.3090909090909091,15,1,1,31.9315537303217,11,email,Semarang,Jawa Tengah,0,normal
USR08384,26,0.0,3.182005814760214,0,0.1909090909090909,20,1,1,36.375085557837096,3,phone,Denpasar,Bali,0,normal
USR05140,18,0.0,2.5,0,0.3181818181818182,17,1,1,58.81998631074607,23,google,Semarang,Jawa Tengah,0,normal
USR03431,32,0.0,3.0086949695628418,0,0.46363636363636357,14,1,1,20.76933607118412,7,phone,Surabaya,Jawa Timur,1,suspicious_phone_pattern
USR09971,22,0.5555555555555556,2.725480556997868,1,0.18181818181818177,10,0,1,55.011635865845314,22,phone,Semarang,Jawa Tengah,1,disposable_email
USR05999,17,0.2857142857142857,2.807354922057604,0,0.1909090909090909,21,1,1,49.25119780971937,23,google,Makassar,Sulawesi Selatan,0,normal
USR05190,18,0.25,3.0,0,0.43636363636363634,14,1,1,26.704996577686515,22,phone,Denpasar,Bali,1,suspicious_phone_pattern
USR05059,24,0.3333333333333333,2.8553885422075336,1,0.3181818181818182,13,1,0,53.713894592744694,8,google,Medan,Sumatera Utara,1,disposable_email
USR00649,22,0.4166666666666667,3.084962500721156,0,0.48,13,1,0,37.43189596167009,0,google,Medan,Sumatera Utara,1,suspicious_phone_pattern
